股票名稱,持股(千股),比例,增減,ETF_Id
遠雄,"2,018.00",2.11,+0.26%,00932
瑞儀,752.00,2.09,+0.10%,00932
頎邦,"2,282.00",2.08,+0.03%,00932
華立,"1,183.00",2.06,+0.05%,00932
世界,"1,450.00",2.05,+0.24%,00932
聯詠,283.00,2.01,+0.10%,00932
南電,"1,078.00",1.99,+0.24%,00932
福興,"2,736.00",1.99,-0.04%,00932
臺慶科,"1,126.00",1.96,+0.10%,00932
明基材,"4,617.00",1.96,-0.17%,00932
威健,"4,119.00",1.95,-0.08%,00932
大江,"1,103.00",1.92,-0.01%,00932
矽創,635.00,1.91,+0.08%,00932
合晶,"4,928.00",1.89,-0.12%,00932
欣銓,"2,502.00",1.88,+0.01%,00932
佳世達,"3,912.00",1.86,-0.16%,00932
晶技,"1,308.00",1.86,-0.05%,00932
大聯大,"1,922.00",1.86,-0.03%,00932
亞泥,"3,201.00",1.83,-0.05%,00932
中鋼,"6,581.00",1.83,-0.12%,00932
東和鋼鐵,"1,904.00",1.83,-0.05%,00932
永豐實,"3,108.00",1.83,-0.15%,00932
昇佳電子,512.00,1.81,-0.14%,00932
中鴻,"7,166.00",1.80,-0.17%,00932
友達,"8,682.00",1.80,-0.09%,00932
南茂,"4,035.00",1.79,-0.02%,00932
矽格,"1,863.00",1.78,-0.01%,00932
創見,"1,444.00",1.77,-0.07%,00932
台郡,"1,923.00",1.75,-0.05%,00932
聯電,"2,807.00",1.71,0.00%,00932
亞聚,"8,677.00",1.67,-0.28%,00932
台塑,"2,946.00",1.48,-0.22%,00932
南亞,"3,427.00",1.45,-0.39%,00932
台化,"3,675.00",1.42,-0.32%,00932
聯發科,"1,391.00",8.31,+0.93%,00934
鈊象,"1,997.00",8.21,+0.02%,00934
聯詠,"3,157.00",6.69,+0.16%,00934
華碩,"2,077.00",5.40,+0.18%,00934
瑞儀,"6,040.00",5.01,+0.08%,00934
統一,"12,182.00",4.16,-0.24%,00934
漢唐,"1,828.00",3.72,+0.37%,00934
中租-KY,"7,484.00",3.57,-0.22%,00934
國巨,"1,340.00",3.06,+0.11%,00934
群聯,"1,349.00",3.04,+0.38%,00934
材料-KY,800.00,3.03,-0.03%,00934
力成,"5,884.00",3.03,-0.05%,00934
群光,"4,270.00",2.74,-0.13%,00934
聚陽,"1,867.00",2.53,-0.03%,00934
義隆,"3,969.00",2.53,+0.04%,00934
環球晶,"1,416.00",2.28,-0.20%,00934
聯強,"7,495.00",2.24,-0.19%,00934
新普,"1,313.00",2.20,+0.08%,00934
中美晶,"3,716.00",2.11,-0.33%,00934
華固,"3,824.00",1.84,-0.16%,00934
南電,"3,195.00",1.76,+0.17%,00934
潤泰全,"5,628.00",1.72,-0.15%,00934
寶雅,740.00,1.55,+0.04%,00934
信邦,"1,356.00",1.50,+0.02%,00934
矽創,"1,639.00",1.47,+0.02%,00934
天鈺,"1,406.00",1.38,-0.06%,00934
崇越,"1,117.00",1.32,-0.09%,00934
群電,"2,399.00",1.21,-0.10%,00934
永信建,"1,921.00",1.18,-0.18%,00934
富邦媒,668.00,0.94,-0.10%,00934
啟,999.00,0.58,+0.09%,00934
廣達,454.00,0.55,-0.01%,00934
日月光投控,790.00,0.54,+0.03%,00934
慧洋-KY,"1,825.00",0.52,-0.06%,00934
微星,658.00,0.51,+0.03%,00934
健鼎,600.00,0.50,+0.02%,00934
頎邦,"1,802.00",0.49,-0.01%,00934
統一超,432.00,0.48,-0.02%,00934
三陽工業,"1,611.00",0.47,-0.01%,00934
亞翔,496.00,0.47,-0.02%,00934
豐泰,837.00,0.47,0.00%,00934
東和鋼鐵,"1,570.00",0.45,-0.02%,00934
創見,"1,176.00",0.43,-0.03%,00934
中保科,825.00,0.43,-0.02%,00934
可成,513.00,0.42,-0.02%,00934
世界,996.00,0.42,+0.04%,00934
至上,"1,638.00",0.41,-0.04%,00934
聯電,"2,201.00",0.40,-0.01%,00934
長榮鋼,983.00,0.37,-0.04%,00934
裕融,843.00,0.37,-0.05%,00934
台積電,"2,535.00",30.51,+0.80%,00935
聯發科,990.00,15.69,+1.08%,00935
台達電,"1,384.00",6.67,+0.47%,00935
日月光投控,"2,106.00",3.82,+0.06%,00935
聯電,"7,655.00",3.69,-0.23%,00935
智邦,360.00,3.12,+0.33%,00935
聯詠,384.00,2.16,-0.03%,00935
緯創,"1,812.00",2.11,-0.31%,00935
瑞昱,321.00,2.04,+0.25%,00935
國巨,310.00,1.88,+0.01%,00935
鈊象,156.00,1.70,-0.05%,00935
力旺,45.00,1.69,+0.15%,00935
光寶科,"1,400.00",1.56,-0.16%,00935
奇鋐,214.00,1.49,-0.13%,00935
嘉澤,62.00,1.36,+0.04%,00935
欣興,842.00,1.33,-0.15%,00935
致茂,253.00,1.16,-0.08%,00935
健策,68.00,1.16,+0.06%,00935
英業達,"1,997.00",1.12,-0.04%,00935
矽力*-KY,219.00,0.99,-0.10%,00935
京元電子,729.00,0.91,-0.18%,00935
貿聯-KY,109.00,0.75,-0.09%,00935
世界,653.00,0.73,+0.04%,00935
信驊,19.00,0.71,-0.23%,00935
環球晶,166.00,0.71,-0.10%,00935
祥碩,31.00,0.69,+0.10%,00935
力成,461.00,0.63,-0.03%,00935
金像電,211.00,0.57,+0.11%,00935
中美晶,378.00,0.57,-0.12%,00935
臻鼎-KY,417.00,0.56,0.00%,00935
旺矽,54.00,0.56,+0.07%,00935
華通,675.00,0.53,+0.05%,00935
佳世達,"1,143.00",0.43,-0.06%,00935
信邦,143.00,0.42,-0.01%,00935
威盛,329.00,0.37,-0.03%,00935
啟,240.00,0.37,+0.04%,00935
雙鴻,47.00,0.35,-0.03%,00935
華邦電,"2,052.00",0.34,-0.05%,00935
穩懋,263.00,0.33,-0.03%,00935
頎邦,444.00,0.32,-0.02%,00935
義隆,177.00,0.30,0.00%,00935
家登,50.00,0.27,-0.03%,00935
華新科,251.00,0.26,-0.02%,00935
中砂,75.00,0.24,-0.03%,00935
精材,104.00,0.23,-0.01%,00935
萬潤,51.00,0.23,-0.02%,00935
采鈺,67.00,0.23,+0.03%,00935
景碩,186.00,0.21,+0.01%,00935
群電,105.00,0.14,-0.02%,00935
長科*,294.00,0.11,-0.01%,00935
長榮航,"26,085.00",6.75,+0.04%,00936
華航,"38,420.00",5.75,-0.59%,00936
神基,"7,502.00",4.64,-0.01%,00936
京城銀,"15,009.00",4.44,+0.18%,00936
國票金,"50,441.00",4.40,-0.02%,00936
瑞儀,"3,785.00",4.34,+0.16%,00936
遠東新,"22,725.00",4.19,-0.30%,00936
台灣高鐵,"25,276.00",4.10,-0.32%,00936
宏,"16,622.00",3.86,+0.17%,00936
頎邦,"10,272.00",3.86,+0.03%,00936
大聯大,"9,622.00",3.84,+0.01%,00936
聚陽,"2,002.00",3.75,+0.06%,00936
群光,"4,082.00",3.62,+0.01%,00936
至上,"9,971.00",3.45,-0.27%,00936
東和鋼鐵,"8,607.00",3.41,-0.15%,00936
台肥,"11,034.00",3.29,-0.68%,00936
威剛,"6,493.00",2.97,-0.69%,00936
力成,"4,144.00",2.95,+0.22%,00936
環球晶,"1,199.00",2.67,-0.31%,00936
統一證,"16,373.00",2.46,-0.10%,00936
遠百,"17,748.00",2.33,-0.55%,00936
中美晶,"2,842.00",2.23,-0.71%,00936
長榮鋼,"4,227.00",2.20,-0.56%,00936
群電,"3,026.00",2.11,-0.13%,00936
達方,"4,604.00",1.17,-0.36%,00936
群聯,298.00,0.93,N/A,00936
南僑,"2,515.00",0.73,-0.18%,00936
元大期,"1,385.00",0.70,-0.13%,00936
可成,451.00,0.51,N/A,00936
群益期,"1,391.00",0.47,-0.08%,00936
中興電,501.00,0.45,N/A,00936
技嘉,283.00,0.45,N/A,00936
裕民,"1,298.00",0.44,N/A,00936
群益證,"2,990.00",0.43,N/A,00936
亞翔,328.00,0.43,N/A,00936
台燿,434.00,0.43,N/A,00936
中華,907.00,0.42,N/A,00936
世界,703.00,0.41,N/A,00936
中租-KY,546.00,0.36,N/A,00936
永豐實,"1,442.00",0.35,-0.10%,00936
創見,594.00,0.30,N/A,00936
漢來美食,227.00,0.20,-0.12%,00936
遠雄,441.00,0.19,N/A,00936
全家,46.00,0.05,N/A,00936
中華電,"21,836.00",6.28,0.00%,00939
台灣大,"23,306.00",6.16,+0.04%,00939
統一,"32,060.00",6.04,-0.28%,00939
玉山金,"95,922.00",6.02,0.00%,00939
遠傳,"27,475.00",5.72,-0.02%,00939
長榮航,"54,125.00",5.59,+0.35%,00939
長榮,"10,573.00",5.54,+0.20%,00939
聯電,"51,769.00",5.19,-0.07%,00939
鈊象,"2,200.00",4.99,+0.12%,00939
世界,"21,148.00",4.92,+0.56%,00939
日月光投控,"12,432.00",4.69,+0.30%,00939
和碩,"19,438.00",4.16,-0.09%,00939
貿聯-KY,"2,624.00",3.74,-0.22%,00939
遠東新,"48,785.00",3.59,-0.19%,00939
聯詠,"2,926.00",3.42,+0.10%,00939
正新,"25,038.00",2.86,-0.10%,00939
瑞儀,"4,545.00",2.08,+0.06%,00939
中租-KY,"7,296.00",1.92,-0.10%,00939
京元電子,"6,008.00",1.56,-0.20%,00939
上海商銀,"15,181.00",1.40,+0.02%,00939
亞翔,"2,047.00",1.07,-0.03%,00939
致伸,"5,763.00",1.02,-0.04%,00939
東元,"8,309.00",1.01,-0.02%,00939
大聯大,"5,462.00",0.87,-0.03%,00939
慧洋-KY,"5,280.00",0.83,-0.09%,00939
漢唐,633.00,0.71,+0.07%,00939
健鼎,"1,392.00",0.64,+0.03%,00939
聯強,"3,821.00",0.63,-0.04%,00939
啟,"1,843.00",0.59,+0.09%,00939
中華,"2,975.00",0.55,-0.04%,00939
智易,"1,346.00",0.55,+0.03%,00939
裕民,"3,622.00",0.49,-0.01%,00939
東陽,"1,840.00",0.48,-0.03%,00939
群光,"1,300.00",0.46,-0.01%,00939
樺漢,663.00,0.45,-0.02%,00939
晶技,"1,880.00",0.44,-0.02%,00939
至上,"3,186.00",0.44,-0.04%,00939
力成,"1,514.00",0.43,0.00%,00939
欣銓,"2,911.00",0.36,0.00%,00939
長榮鋼,"1,444.00",0.30,-0.03%,00939
長榮,"41,485.00",6.02,-0.26%,00940
聯發科,"4,712.00",4.30,+1.07%,00940
長榮航,"144,389.00",4.13,-0.20%,00940
群聯,"10,685.00",3.68,+0.56%,00940
華碩,"9,137.00",3.63,+0.12%,00940
聯詠,"10,780.00",3.49,+0.11%,00940
中信金,"134,828.00",3.40,-0.30%,00940
環球晶,"13,534.00",3.33,-0.16%,00940
華航,"187,393.00",3.10,+0.02%,00940
瑞昱,"7,671.00",2.81,+0.44%,00940
群光,"28,664.00",2.81,-0.08%,00940
聯電,"97,246.00",2.70,-0.13%,00940
可成,"21,500.00",2.69,+1.25%,00940
中美晶,"30,088.00",2.61,+0.05%,00940
和碩,"43,867.00",2.60,-0.06%,00940
大聯大,"51,458.00",2.27,-0.04%,00940
健鼎,"17,193.00",2.19,+0.16%,00940
東元,"64,160.00",2.16,-0.18%,00940
廣達,"11,615.00",2.15,-0.03%,00940
第一金,"123,012.00",2.15,-0.20%,00940
永豐金,"142,188.00",2.10,-0.17%,00940
遠東新,"98,625.00",2.01,-0.06%,00940
寶成,"82,779.00",1.97,-0.28%,00940
聯強,"41,829.00",1.91,-0.10%,00940
力成,"22,368.00",1.76,+0.03%,00940
日月光投控,"16,654.00",1.74,+0.11%,00940
富邦金,"29,190.00",1.70,-0.01%,00940
漢唐,"5,308.00",1.65,+0.20%,00940
鈊象,"2,611.00",1.64,+0.03%,00940
文曄,"22,553.00",1.60,0.00%,00940
東陽,"20,904.00",1.51,-0.06%,00940
玉晶光,"4,496.00",1.47,+0.14%,00940
潤泰全,"30,625.00",1.43,-0.16%,00940
國產,"44,480.00",1.42,-0.06%,00940
義隆,"14,273.00",1.39,+0.07%,00940
啟,"15,111.00",1.34,+0.25%,00940
瑞儀,"8,206.00",1.04,+0.05%,00940
新日興,"7,162.00",0.97,+0.08%,00940
樺漢,"5,160.00",0.97,-0.03%,00940
致伸,"15,913.00",0.78,-0.04%,00940
京鼎,"3,570.00",0.70,-0.01%,00940
臺企銀,"72,045.00",0.69,-0.01%,00940
矽格,"15,850.00",0.69,+0.03%,00940
億光,"12,222.00",0.67,+0.07%,00940
天鈺,"4,401.00",0.66,-0.03%,00940
美律,"9,332.00",0.65,+0.03%,00940
晶技,"9,874.00",0.64,-0.05%,00940
華固,"7,889.00",0.58,-0.03%,00940
台表科,"7,682.00",0.54,+0.01%,00940
欣銓,"13,724.00",0.47,-0.02%,00940
長榮,366.00,3.14,+0.12%,00944
漢唐,168.00,3.09,+0.36%,00944
華碩,118.00,2.77,+0.14%,00944
聖暉*,192.00,2.72,+0.43%,00944
材料-KY,77.00,2.64,+0.04%,00944
中信金,"1,676.00",2.50,+0.12%,00944
華南金,"2,496.00",2.49,+0.02%,00944
台燿,378.00,2.45,-0.01%,00944
聯發科,44.00,2.38,+0.29%,00944
裕民,"1,056.00",2.34,-0.05%,00944
順達,292.00,2.34,+0.15%,00944
慧洋-KY,897.00,2.31,-0.23%,00944
彰銀,"3,392.00",2.31,+0.04%,00944
仁寶,"1,601.00",2.30,+0.06%,00944
元大金,"1,773.00",2.30,+0.06%,00944
兆豐金,"1,558.00",2.30,-0.06%,00944
瑞儀,305.00,2.29,+0.09%,00944
遠東新,"1,891.00",2.28,-0.12%,00944
億光,694.00,2.25,+0.20%,00944
群益證,"2,392.00",2.25,+0.18%,00944
三陽工業,834.00,2.20,-0.04%,00944
台灣高鐵,"2,074.00",2.20,-0.03%,00944
國泰金,833.00,2.17,+0.10%,00944
統一,684.00,2.11,-0.08%,00944
晶技,548.00,2.10,-0.08%,00944
洋基工程,128.00,2.10,+0.58%,00944
台灣大,483.00,2.09,+0.02%,00944
頎邦,846.00,2.08,+0.01%,00944
崇越,194.00,2.07,-0.10%,00944
復盛應用,172.00,2.07,+0.04%,00944
亞泥,"1,336.00",2.06,-0.08%,00944
遠傳,604.00,2.06,-0.01%,00944
聯詠,107.00,2.05,+0.07%,00944
寶雅,108.00,2.05,+0.09%,00944
精誠,368.00,2.03,+0.24%,00944
可成,270.00,2.00,-0.02%,00944
百和,696.00,1.81,-0.24%,00944
台肥,923.00,1.80,-0.16%,00944
東和鋼鐵,625.00,1.62,-0.05%,00944
大成,768.00,1.51,-0.05%,00944
中鼎,937.00,1.38,-0.07%,00944
統一證,"1,089.00",1.07,-0.02%,00944
新產,256.00,1.04,+0.07%,00944
廣宇,582.00,0.91,+0.09%,00944
榮運,730.00,0.87,+0.01%,00944
葡萄王,147.00,0.84,-0.02%,00944
王道銀行,"2,094.00",0.79,+0.01%,00944
可寧衛,105.00,0.72,0.00%,00944
卜蜂,206.00,0.71,-0.06%,00944
東洋,227.00,0.63,-0.03%,00944
聯發科,920.00,9.78,-0.46%,00946
聯詠,"2,398.00",9.04,+0.14%,00946
群聯,"2,232.00",8.95,+4.67%,00946
聯電,"25,858.00",8.36,+0.53%,00946
世界,"10,570.00",7.93,+0.73%,00946
環球晶,"1,996.00",5.72,+2.18%,00946
漢唐,"1,050.00",3.80,-0.49%,00946
中美晶,"3,604.00",3.64,-1.72%,00946
可成,"2,423.00",3.53,+0.03%,00946
群光,"3,040.00",3.47,+1.45%,00946
瑞儀,"2,216.00",3.27,-0.30%,00946
大聯大,"6,268.00",3.22,+1.26%,00946
新普,906.00,2.70,-0.57%,00946
聯陽,"1,385.00",1.56,-0.11%,00946
力成,"1,637.00",1.50,-0.02%,00946
致伸,"2,611.00",1.49,-0.49%,00946
欣銓,"3,686.00",1.47,-0.51%,00946
精成科,"3,149.00",1.36,-0.11%,00946
至上,"2,650.00",1.18,-1.22%,00946
瑞鼎,382.00,1.13,+0.35%,00946
義隆,944.00,1.07,+0.87%,00946
威健,"3,384.00",0.85,+0.26%,00946
矽創,508.00,0.81,-0.14%,00946
南茂,"3,270.00",0.77,+0.18%,00946
群電,791.00,0.71,+0.13%,00946
致新,355.00,0.64,-0.15%,00946
宜鼎,336.00,0.55,+0.15%,00946
億光,815.00,0.52,-0.25%,00946
精誠,470.00,0.51,+0.02%,00946
美律,616.00,0.50,-0.02%,00946
健鼎,337.00,0.50,N/A,00946
信邦,249.00,0.49,N/A,00946
遠傳,715.00,0.48,+0.01%,00946
亞翔,285.00,0.48,-0.09%,00946
中華電,507.00,0.47,+0.02%,00946
台灣大,551.00,0.47,-0.01%,00946
信錦,675.00,0.46,-0.49%,00946
聯強,865.00,0.46,N/A,00946
和碩,666.00,0.46,+0.05%,00946
凡甲,227.00,0.45,-0.26%,00946
智易,341.00,0.45,-1.14%,00946
正文,"1,789.00",0.45,+0.20%,00946
天鈺,252.00,0.44,+0.01%,00946
晶技,570.00,0.43,+0.01%,00946
台勝科,543.00,0.40,+0.08%,00946
超豐,862.00,0.38,-0.06%,00946
威強電,591.00,0.35,-0.05%,00946
達方,"1,009.00",0.33,-0.17%,00946
日電貿,535.00,0.28,-0.08%,00946
耕興,174.00,0.27,-0.17%,00946
南電,451.00,2.31,N/A,00943
洋基工程,130.00,2.19,N/A,00943
瑞昱,97.00,2.16,+0.33%,00943
世界,543.00,2.13,N/A,00943
聯發科,37.00,2.07,+0.08%,00943
可成,271.00,2.06,+0.26%,00943
廣積,712.00,2.06,+0.33%,00943
順達,249.00,2.05,N/A,00943
聯陽,347.00,2.04,N/A,00943
瑞儀,265.00,2.04,+0.24%,00943
台表科,477.00,2.04,+0.19%,00943
矽創,245.00,2.04,+0.48%,00943
聯詠,103.00,2.03,+0.39%,00943
瑞鼎,131.00,2.03,+0.22%,00943
久元,802.00,2.03,N/A,00943
新巨,787.00,2.02,N/A,00943
力成,422.00,2.02,N/A,00943
新普,129.00,2.01,+0.18%,00943
群光,335.00,2.00,N/A,00943
敦泰,573.00,2.00,-0.06%,00943
頎邦,791.00,2.00,+0.08%,00943
臺慶科,410.00,1.98,N/A,00943
松翰,"1,205.00",1.97,+0.31%,00943
致新,209.00,1.97,+0.47%,00943
日電貿,717.00,1.96,-0.30%,00943
南茂,"1,593.00",1.96,+0.44%,00943
聯電,"1,154.00",1.95,N/A,00943
天鈺,213.00,1.94,N/A,00943
台郡,769.00,1.94,+0.34%,00943
華立,400.00,1.93,N/A,00943
大聯大,719.00,1.93,+0.23%,00943
致伸,647.00,1.93,N/A,00943
富鼎,536.00,1.93,-0.38%,00943
全科,"1,424.00",1.92,-0.22%,00943
宜鼎,224.00,1.92,N/A,00943
金居,836.00,1.92,N/A,00943
耕興,235.00,1.91,N/A,00943
威健,"1,447.00",1.90,-0.05%,00943
聯強,680.00,1.89,0.00%,00943
精元,790.00,1.89,-0.29%,00943
晶技,479.00,1.89,+0.06%,00943
和碩,524.00,1.89,N/A,00943
朋億*,265.00,1.87,-0.14%,00943
達方,"1,094.00",1.87,+0.36%,00943
至上,786.00,1.83,+0.27%,00943
佳世達,"1,380.00",1.82,-0.19%,00943
創見,536.00,1.82,N/A,00943
由田,401.00,1.81,-0.59%,00943
長華*,997.00,1.78,N/A,00943
昇佳電子,176.00,1.73,+0.06%,00943
志超,312.00,0.42,-1.60%,00943
鼎翰,38.00,0.30,-1.59%,00943
騰輝電子-KY,65.00,0.16,-1.59%,00943
明基材,59.00,0.07,-2.03%,00943
聯發科,222.00,10.18,+0.45%,00947
台達電,703.00,9.81,+0.23%,00947
力旺,80.00,8.70,+0.38%,00947
聯詠,510.00,8.30,-0.59%,00947
世芯-KY,76.00,8.08,+2.26%,00947
瑞昱,429.00,7.90,+0.55%,00947
矽力*-KY,418.00,5.47,-0.89%,00947
信驊,43.00,4.63,-1.20%,00947
祥碩,61.00,3.92,+0.41%,00947
創意,83.00,3.66,+0.26%,00947
威盛,811.00,2.64,-0.31%,00947
群聯,149.00,2.58,+0.17%,00947
譜瑞-KY,100.00,2.49,+0.10%,00947
達發,87.00,1.98,+0.08%,00947
原相,225.00,1.87,+0.15%,00947
矽統,650.00,1.50,-0.10%,00947
天鈺,188.00,1.42,-0.20%,00947
義隆,280.00,1.37,-0.09%,00947
晶心科,70.00,0.94,+0.03%,00947
瑞鼎,63.00,0.80,-0.04%,00947
華邦電,"1,647.00",0.79,-0.15%,00947
創惟,147.00,0.79,+0.08%,00947
立積,110.00,0.76,-0.11%,00947
神盾,117.00,0.67,-0.07%,00947
力智,86.00,0.63,-0.04%,00947
敦泰,215.00,0.62,-0.04%,00947
茂達,112.00,0.62,-0.01%,00947
鈺創,444.00,0.52,-0.09%,00947
偉詮電,267.00,0.48,0.00%,00947
金麗科,69.00,0.45,-0.33%,00947
愛普*,40.00,0.41,+0.02%,00947
鈺太,29.00,0.30,+0.01%,00947
盛群,191.00,0.29,-0.04%,00947
凌陽,272.00,0.27,0.00%,00947
晶焱,65.00,0.18,-0.03%,00947
旺宏,203.00,0.13,-0.03%,00947
晶相光,44.00,0.13,-0.01%,00947
富鼎,40.00,0.12,0.00%,00947
聯陽,23.00,0.11,+0.01%,00947
智原,13.00,0.10,+0.01%,00947
矽創,15.00,0.10,+0.01%,00947
安國,22.00,0.10,0.00%,00947
致新,13.00,0.10,0.00%,00947
晶豪科,45.00,0.09,0.00%,00947
新唐,31.00,0.09,0.00%,00947
M31,4.00,0.09,+0.01%,00947
昇佳電子,11.00,0.09,-0.01%,00947
巨有科技,14.00,0.08,+0.01%,00947
威鋒電子,17.00,0.07,0.00%,00947
南亞科,63.00,0.06,-0.02%,00947
緯穎,68.00,4.84,N/A,00952
力旺,49.00,4.47,N/A,00952
台達電,371.00,4.32,-0.40%,00952
台積電,144.00,4.19,-0.86%,00952
光寶科,"1,432.00",3.85,-0.25%,00952
廣達,492.00,3.82,N/A,00952
仁寶,"3,705.00",3.77,N/A,00952
聯電,"3,154.00",3.67,+0.26%,00952
和碩,"1,457.00",3.62,-0.21%,00952
緯創,"1,256.00",3.53,N/A,00952
台光電,168.00,2.80,-1.62%,00952
祥碩,45.00,2.41,N/A,00952
達發,126.00,2.40,N/A,00952
啟,630.00,2.34,+0.82%,00952
台燿,464.00,2.13,N/A,00952
貿聯-KY,125.00,2.06,-3.14%,00952
愛普*,238.00,2.04,+0.51%,00952
神達,"1,059.00",2.03,N/A,00952
英業達,"1,462.00",1.98,-1.60%,00952
信邦,277.00,1.96,+0.20%,00952
技嘉,259.00,1.91,N/A,00952
威盛,685.00,1.86,N/A,00952
崇越,243.00,1.84,-0.49%,00952
佳世達,"1,971.00",1.79,-1.72%,00952
創見,765.00,1.79,N/A,00952
偉訓,588.00,1.42,+0.26%,00952
僑威,711.00,1.36,+0.33%,00952
宏捷科,449.00,1.34,N/A,00952
亞信,450.00,1.27,+0.29%,00952
艾訊,426.00,1.25,-0.22%,00952
友輝,668.00,1.23,N/A,00952
中磊,358.00,1.18,N/A,00952
美琪瑪,642.00,1.16,N/A,00952
廣宇,"1,029.00",1.14,-0.13%,00952
力特,"1,250.00",1.13,+0.34%,00952
三福化,323.00,1.13,+0.04%,00952
帆宣,268.00,1.07,-0.04%,00952
明泰,"1,116.00",1.06,-0.28%,00952
建準,398.00,1.05,N/A,00952
康普,645.00,0.94,N/A,00952
新巨,515.00,0.91,-0.53%,00952
全漢,519.00,0.86,-0.34%,00952
宜鼎,144.00,0.85,-0.70%,00952
晶豪科,501.00,0.84,N/A,00952
普安,961.00,0.83,-1.19%,00952
是方,63.00,0.82,-0.81%,00952
明基材,999.00,0.81,-0.01%,00952
中環,"2,916.00",0.80,-0.03%,00952
威剛,378.00,0.80,-0.92%,00952
騰輝電子-KY,474.00,0.80,+0.10%,00952
新普,85.00,4.88,+0.22%,00961
聯詠,63.00,4.57,+0.12%,00961
聯電,691.00,4.30,-0.11%,00961
可成,144.00,4.04,-0.11%,00961
力成,222.00,3.91,-0.08%,00961
聯發科,19.00,3.89,+0.44%,00961
世界,268.00,3.87,+0.37%,00961
瑞儀,135.00,3.83,+0.06%,00961
群光,166.00,3.65,-0.17%,00961
聚陽,78.00,3.62,-0.03%,00961
中租-KY,205.00,3.35,-0.21%,00961
華邦電,"1,524.00",3.26,-0.31%,00961
長榮,100.00,3.25,+0.09%,00961
長榮航,505.00,3.24,+0.16%,00961
健鼎,111.00,3.17,+0.08%,00961
上海商銀,554.00,3.17,-0.01%,00961
玉山金,798.00,3.11,-0.05%,00961
宏,539.00,3.10,+0.12%,00961
亞泥,522.00,3.05,-0.17%,00961
大聯大,305.00,3.02,-0.14%,00961
光寶科,204.00,2.93,-0.17%,00961
南電,149.00,2.81,+0.28%,00961
和碩,210.00,2.79,-0.11%,00961
中華電,152.00,2.71,-0.03%,00961
鈊象,19.00,2.67,+0.03%,00961
聯強,249.00,2.55,-0.20%,00961
正新,358.00,2.54,-0.12%,00961
環球晶,44.00,2.43,-0.22%,00961
統一,195.00,2.28,-0.13%,00961
遠東新,462.00,2.11,-0.15%,00961
富邦金,"6,749.00",17.00,+6.06%,00938
中信金,"12,075.00",13.17,+4.09%,00938
國泰金,"6,650.00",12.67,N/A,00938
聯電,"7,920.00",9.51,+3.11%,00938
元大金,"8,530.00",8.09,+2.30%,00938
凱基金,"12,610.00",6.05,+2.09%,00938
永豐金,"9,471.00",6.05,+2.01%,00938
長榮航,"3,541.00",4.38,N/A,00938
中租-KY,"1,164.00",3.67,N/A,00938
寶成,"2,118.00",2.18,+0.63%,00938
華航,"2,865.00",2.05,N/A,00938
聯強,992.00,1.96,N/A,00938
中美晶,434.00,1.63,N/A,00938
群益證,"1,687.00",1.16,+0.50%,00938
京城銀,735.00,1.04,+0.39%,00938
三陽工業,503.00,0.97,N/A,00938
大成,557.00,0.80,+0.55%,00938
復盛應用,86.00,0.76,+0.53%,00938
東和鋼鐵,359.00,0.68,+0.45%,00938
矽創,76.00,0.45,N/A,00938
欣銓,277.00,0.41,N/A,00938
矽格,218.00,0.41,N/A,00938
億光,169.00,0.40,N/A,00938
創見,166.00,0.40,N/A,00938
新產,131.00,0.39,N/A,00938
華立,111.00,0.38,-0.01%,00938
超豐,226.00,0.37,+0.15%,00938
王道銀行,"1,232.00",0.34,+0.12%,00938
中鼎,316.00,0.34,+0.15%,00938
統一證,459.00,0.33,N/A,00938
華碩,152.00,8.17,N/A,00962
緯創,601.00,5.45,N/A,00962
京元電子,518.00,5.04,N/A,00962
緯穎,22.00,5.03,N/A,00962
技嘉,210.00,4.99,N/A,00962
聯發科,33.00,4.07,N/A,00962
鴻海,245.00,3.93,N/A,00962
微星,233.00,3.73,N/A,00962
英業達,764.00,3.34,N/A,00962
譜瑞-KY,50.00,3.34,N/A,00962
神達,535.00,3.31,N/A,00962
遠傳,399.00,3.11,N/A,00962
亞德客-KY,41.00,3.02,N/A,00962
光寶科,290.00,2.52,N/A,00962
義隆,182.00,2.40,N/A,00962
聖暉*,72.00,2.33,N/A,00962
東元,461.00,2.10,N/A,00962
宏,539.00,1.87,N/A,00962
佳世達,614.00,1.80,N/A,00962
世界,201.00,1.75,N/A,00962
中光電,214.00,1.75,N/A,00962
樺漢,65.00,1.65,N/A,00962
裕隆,357.00,1.58,N/A,00962
研華,51.00,1.54,N/A,00962
美律,154.00,1.45,N/A,00962
建準,168.00,1.43,N/A,00962
聯詠,32.00,1.40,N/A,00962
中磊,129.00,1.37,N/A,00962
精誠,82.00,1.03,N/A,00962
零壹,78.00,0.94,N/A,00962
群電,90.00,0.94,N/A,00962
是方,21.00,0.88,N/A,00962
華擎,40.00,0.81,N/A,00962
新唐,104.00,0.81,N/A,00962
南茂,296.00,0.81,N/A,00962
眾達-KY,52.00,0.68,N/A,00962
啟,56.00,0.67,N/A,00962
欣銓,140.00,0.65,N/A,00962
華晶科,180.00,0.60,N/A,00962
中保科,52.00,0.56,N/A,00962
明泰,163.00,0.50,N/A,00962
超豐,88.00,0.45,N/A,00962
佳邦,63.00,0.45,N/A,00962
普安,158.00,0.44,N/A,00962
