日期,標的代號,標的名稱,權重(%),持有數,單位,ETF
20260713,2330,台積電,10.85,11960000,股,00981A
20260713,2383,台光電,8.87,4653000,股,00981A
20260713,2327,國巨*,7.61,25098000,股,00981A
20260713,2454,聯發科,7.30,5131000,股,00981A
20260713,6223,旺矽,6.03,2443000,股,00981A
20260713,2345,智邦,5.66,6334000,股,00981A
20260713,3037,欣興,5.48,16333000,股,00981A
20260713,2303,聯電,4.94,86550000,股,00981A
20260713,6669,緯穎,4.46,2417000,股,00981A
20260713,8046,南電,4.36,9231000,股,00981A
20260713,3017,奇鋐,4.29,5191000,股,00981A
20260713,3711,日月光投控,3.77,15139000,股,00981A
20260713,2308,台達電,3.55,5052000,股,00981A
20260713,3665,貿聯-KY,3.35,4833848,股,00981A
20260713,2368,金像電,3.23,8315000,股,00981A
20260713,6274,台燿,2.97,5160000,股,00981A
20260713,3653,健策,2.69,2267000,股,00981A
20260713,5274,信驊,2.10,416900,股,00981A
20260713,8210,勤誠,0.96,2267000,股,00981A
20260713,6805,富世達,0.95,1811000,股,00981A
20260713,6515,穎崴,0.56,204000,股,00981A
20260713,6187,萬潤,0.51,1334000,股,00981A
20260713,6147,頎邦,0.46,6275000,股,00981A
20260713,6510,精測,0.42,411000,股,00981A
20260713,5439,高技,0.41,3528000,股,00981A
20260713,6278,台表科,0.29,4334000,股,00981A
20260713,6271,同欣電,0.26,2966000,股,00981A
20260713,1590,亞德客-KY,0.26,528000,股,00981A
20260713,2449,京元電子,0.22,1886000,股,00981A
20260713,6191,精成科,0.15,3988000,股,00981A
20260713,3264,欣銓,0.13,1508000,股,00981A
20260713,3376,新日興,0.13,1741000,股,00981A
20260713,2002,中鋼,0.04,5163000,股,00981A
20260713,4966,譜瑞-KY,0.03,140000,股,00981A
20260713,6488,環球晶,0.03,50000,股,00981A
20260713,8150,南茂,0.00,1000,股,00981A
20260713,8358,金居,0.00,1000,股,00981A
20260713,8996,高力,0.00,1000,股,00981A
20260713,4958,臻鼎-KY,0.00,1000,股,00981A
20260713,5347,世界,0.00,1000,股,00981A
20260713,3443,創意,0.00,1000,股,00981A
20260713,3533,嘉澤,0.00,1000,股,00981A
20260713,3661,世芯-KY,0.00,1000,股,00981A
20260713,1815,富喬,0.00,107000,股,00981A
20260713,2313,華通,0.00,1000,股,00981A
20260713,2317,鴻海,0.00,1000,股,00981A
20260713,2382,廣達,0.00,1000,股,00981A
20260713,2481,強茂,0.00,5000,股,00981A
20260713,3008,大立光,0.00,1000,股,00981A
20260713,2439,美律,0.00,1000,股,00981A
20260713,C_NTD,CASH,,5703284932,元,00981A
20260713,M_NTD,MARGIN,,500781127,元,00981A
20260713,RDI_NTD,RECEIVABLES FOR DISPOSAL OF INVESTMENTS,,-3322852533,元,00981A
20260714,2330,台積電,19.41,12800000,股,00403A
20260714,2303,聯電,7.10,75000000,股,00403A
20260714,3017,奇鋐,4.58,3450000,股,00403A
20260714,2344,華邦電,4.12,40000000,股,00403A
20260714,6223,旺矽,3.97,1000000,股,00403A
20260714,3037,欣興,3.87,7064000,股,00403A
20260714,2327,國巨*,3.80,7800000,股,00403A
20260714,2454,聯發科,3.67,1600000,股,00403A
20260714,2383,台光電,3.55,1140000,股,00403A
20260714,2345,智邦,3.00,2100000,股,00403A
20260714,2308,台達電,2.82,2430000,股,00403A
20260714,4958,臻鼎-KY,2.74,6940000,股,00403A
20260714,6669,緯穎,2.43,790000,股,00403A
20260714,3711,日月光投控,2.37,5900000,股,00403A
20260714,6488,環球晶,2.14,2250000,股,00403A
20260714,2368,金像電,1.75,2750000,股,00403A
20260714,3189,景碩,1.62,3217000,股,00403A
20260714,3653,健策,1.50,780000,股,00403A
20260714,3533,嘉澤,1.50,1240000,股,00403A
20260714,6274,台燿,1.49,1700000,股,00403A
20260714,8046,南電,1.25,1550000,股,00403A
20260714,3443,創意,1.21,480000,股,00403A
20260714,1303,南亞,1.18,9000000,股,00403A
20260714,8996,高力,1.18,1600000,股,00403A
20260714,7769,鴻勁,1.12,279000,股,00403A
20260714,6515,穎崴,0.88,200000,股,00403A
20260714,2337,旺宏,0.87,10000000,股,00403A
20260714,5274,信驊,0.52,64500,股,00403A
20260714,2360,致茂,0.51,450000,股,00403A
20260714,3211,順達,0.50,1800000,股,00403A
20260714,8358,金居,0.50,1750000,股,00403A
20260714,6805,富世達,0.47,570000,股,00403A
20260714,2317,鴻海,0.47,3200000,股,00403A
20260714,3583,辛耘,0.43,900000,股,00403A
20260714,1560,中砂,0.42,1000000,股,00403A
20260714,4966,譜瑞-KY,0.31,800000,股,00403A
20260714,6415,矽力*-KY,0.28,900000,股,00403A
20260714,6442,光聖,0.25,300000,股,00403A
20260714,2049,上銀,0.20,1010000,股,00403A
20260714,3665,貿聯-KY,0.18,166000,股,00403A
20260714,6239,力成,0.17,900000,股,00403A
20260714,2455,全新,0.09,450000,股,00403A
20260714,3008,大立光,0.08,30000,股,00403A
20260714,3264,欣銓,0.08,600000,股,00403A
20260714,5347,世界,0.00,1000,股,00403A
20260714,6147,頎邦,0.00,1000,股,00403A
20260714,6196,帆宣,0.00,1000,股,00403A
20260714,3529,力旺,0.00,1000,股,00403A
20260714,8210,勤誠,0.00,1000,股,00403A
20260714,8299,群聯,0.00,1000,股,00403A
20260714,C_NTD,CASH,,4400917360,元,00403A
20260714,M_NTD,MARGIN,,0,元,00403A
20260714,RDI_NTD,RECEIVABLES FOR DISPOSAL OF INVESTMENTS,,65725584,元,00403A
20260714,2330,台積電,59.06,532564203,股,0050
