日期,標的代號,標的名稱,權重(%),持有數,單位,ETF
20260716,2330,台積電,10.92,11960000,股,00981A
20260716,2383,台光電,8.59,4653000,股,00981A
20260716,2327,國巨*,7.20,25098000,股,00981A
20260716,2454,聯發科,7.02,5131000,股,00981A
20260716,6223,旺矽,5.62,2443000,股,00981A
20260716,2345,智邦,5.43,6334000,股,00981A
20260716,3037,欣興,5.42,16607000,股,00981A
20260716,2303,聯電,5.12,86550000,股,00981A
20260716,6669,緯穎,4.57,2417000,股,00981A
20260716,8046,南電,4.49,9519000,股,00981A
20260716,3017,奇鋐,4.27,5191000,股,00981A
20260716,3711,日月光投控,4.07,16135000,股,00981A
20260716,2308,台達電,3.65,5181000,股,00981A
20260716,3665,貿聯-KY,3.49,4833848,股,00981A
20260716,2368,金像電,3.09,8315000,股,00981A
20260716,3653,健策,2.85,2267000,股,00981A
20260716,6274,台燿,2.47,5160000,股,00981A
20260716,5274,信驊,2.31,448900,股,00981A
20260716,8210,勤誠,0.98,2267000,股,00981A
20260716,6805,富世達,0.95,1811000,股,00981A
20260716,2449,京元電子,0.61,5193000,股,00981A
20260716,6187,萬潤,0.53,1334000,股,00981A
20260716,6147,頎邦,0.46,6275000,股,00981A
20260716,5439,高技,0.38,3528000,股,00981A
20260716,6510,精測,0.35,349000,股,00981A
20260716,6515,穎崴,0.32,130000,股,00981A
20260716,6278,台表科,0.28,4334000,股,00981A
20260716,1590,亞德客-KY,0.26,528000,股,00981A
20260716,6271,同欣電,0.25,2966000,股,00981A
20260716,6191,精成科,0.14,3988000,股,00981A
20260716,3264,欣銓,0.13,1508000,股,00981A
20260716,3376,新日興,0.13,1741000,股,00981A
20260716,2002,中鋼,0.04,5163000,股,00981A
20260716,4966,譜瑞-KY,0.03,140000,股,00981A
20260716,4958,臻鼎-KY,0.00,1000,股,00981A
20260716,5347,世界,0.00,1000,股,00981A
20260716,3443,創意,0.00,1000,股,00981A
20260716,3533,嘉澤,0.00,1000,股,00981A
20260716,3661,世芯-KY,0.00,1000,股,00981A
20260716,1815,富喬,0.00,107000,股,00981A
20260716,2313,華通,0.00,1000,股,00981A
20260716,2317,鴻海,0.00,1000,股,00981A
20260716,2382,廣達,0.00,1000,股,00981A
20260716,2481,強茂,0.00,5000,股,00981A
20260716,3008,大立光,0.00,1000,股,00981A
20260716,2439,美律,0.00,1000,股,00981A
20260716,6488,環球晶,0.00,1000,股,00981A
20260716,8150,南茂,0.00,1000,股,00981A
20260716,8358,金居,0.00,1000,股,00981A
20260716,8996,高力,0.00,1000,股,00981A
20260716,C_NTD,CASH,,6420097192,元,00981A
20260716,M_NTD,MARGIN,,500781127,元,00981A
20260716,RDI_NTD,RECEIVABLES FOR DISPOSAL OF INVESTMENTS,,-1745613835,元,00981A
20260715,2330,台積電,18.98,12800000,股,00403A
20260715,2303,聯電,7.57,75000000,股,00403A
20260715,3017,奇鋐,4.54,3450000,股,00403A
20260715,2344,華邦電,4.39,40000000,股,00403A
20260715,3037,欣興,4.02,7064000,股,00403A
20260715,6223,旺矽,3.85,1000000,股,00403A
20260715,2327,國巨*,3.78,7800000,股,00403A
20260715,2454,聯發科,3.64,1600000,股,00403A
20260715,2383,台光電,3.52,1140000,股,00403A
20260715,2345,智邦,2.99,2100000,股,00403A
20260715,2308,台達電,2.91,2530000,股,00403A
20260715,4958,臻鼎-KY,2.61,6940000,股,00403A
20260715,3711,日月光投控,2.45,5900000,股,00403A
20260715,6669,緯穎,2.45,790000,股,00403A
20260715,6488,環球晶,2.02,2250000,股,00403A
20260715,2368,金像電,1.71,2750000,股,00403A
20260715,3189,景碩,1.65,3217000,股,00403A
20260715,3653,健策,1.55,780000,股,00403A
20260715,3533,嘉澤,1.53,1240000,股,00403A
20260715,8046,南電,1.50,1750000,股,00403A
20260715,6274,台燿,1.48,1700000,股,00403A
20260715,1303,南亞,1.37,9900000,股,00403A
20260715,3443,創意,1.20,480000,股,00403A
20260715,8996,高力,1.15,1600000,股,00403A
20260715,7769,鴻勁,1.14,279000,股,00403A
20260715,2337,旺宏,0.90,10000000,股,00403A
20260715,6515,穎崴,0.88,200000,股,00403A
20260715,5274,信驊,0.67,79500,股,00403A
20260715,2360,致茂,0.63,540000,股,00403A
20260715,8358,金居,0.49,1750000,股,00403A
20260715,6805,富世達,0.48,570000,股,00403A
20260715,3211,順達,0.47,1800000,股,00403A
20260715,2317,鴻海,0.46,3200000,股,00403A
20260715,3583,辛耘,0.46,900000,股,00403A
20260715,1560,中砂,0.45,1000000,股,00403A
20260715,4966,譜瑞-KY,0.31,800000,股,00403A
20260715,3665,貿聯-KY,0.29,250000,股,00403A
20260715,6415,矽力*-KY,0.28,900000,股,00403A
20260715,6442,光聖,0.26,300000,股,00403A
20260715,2049,上銀,0.20,1010000,股,00403A
20260715,6239,力成,0.17,900000,股,00403A
20260715,2455,全新,0.09,450000,股,00403A
20260715,3264,欣銓,0.08,600000,股,00403A
20260715,3008,大立光,0.07,30000,股,00403A
20260715,2404,漢唐,0.05,60000,股,00403A
20260715,5347,世界,0.00,1000,股,00403A
20260715,6147,頎邦,0.00,1000,股,00403A
20260715,6196,帆宣,0.00,1000,股,00403A
20260715,8210,勤誠,0.00,1000,股,00403A
20260715,8299,群聯,0.00,1000,股,00403A
20260715,C_NTD,CASH,,7787449083,元,00403A
20260715,M_NTD,MARGIN,,0,元,00403A
20260715,RDI_NTD,RECEIVABLES FOR DISPOSAL OF INVESTMENTS,,-1993602988,元,00403A
20260716,2330,台積電,59.05,535785506,股,0050
20260716,2454,聯發科,5.34,32357743,股,0050
20260716,2308,台達電,3.60,42340784,股,0050
20260716,2317,鴻海,2.90,267602456,股,0050
20260716,3711,日月光投控,2.21,72771662,股,0050
20260716,2303,聯電,1.83,256083403,股,0050
20260716,2383,台光電,1.42,6376025,股,0050
20260716,2327,國巨*,1.20,34564652,股,0050
20260716,3037,欣興,1.14,28905279,股,0050
20260716,2345,智邦,1.13,10914058,股,0050
20260716,2891,中信金,1.09,389305580,股,0050
20260716,1303,南亞,1.07,108086690,股,0050
20260716,2881,富邦金,1.02,182877761,股,0050
20260716,2882,國泰金,0.91,208878639,股,0050
20260716,2382,廣達,0.91,57959369,股,0050
20260716,2887,台新新光金,0.82,508539632,股,0050
20260716,2885,元大金,0.72,241955622,股,0050
20260716,2360,致茂,0.72,8073492,股,0050
20260716,202608TX,臺股期貨,0.70,1708,口,0050
20260716,3017,奇鋐,0.70,7022194,股,0050
20260716,2886,兆豐金,0.54,258863905,股,0050
20260716,2884,玉山金,0.52,332950632,股,0050
20260716,2344,華邦電,0.52,67753026,股,0050
20260716,6669,緯穎,0.52,2283344,股,0050
20260716,2412,中華電,0.51,83560346,股,0050
20260716,2890,永豐金,0.50,281257744,股,0050
20260716,2408,南亞科,0.49,24985960,股,0050
20260716,2883,凱基金,0.47,345190860,股,0050
20260716,2357,華碩,0.47,14781849,股,0050
20260716,2059,川湖,0.47,1213164,股,0050
20260716,4958,臻鼎-KY,0.43,16711626,股,0050
20260716,3231,緯創,0.43,66134074,股,0050
20260716,2301,光寶科,0.42,42865713,股,0050
20260716,3008,大立光,0.39,2057470,股,0050
20260716,1216,統一,0.38,108225075,股,0050
20260716,2892,第一金,0.37,245296557,股,0050
20260716,7769,鴻勁,0.37,1249590,股,0050
