股票名稱,持股(千股),比例,增減,ETF_Id
統一,"2,954.00",1.46,-0.02%,00922
兆豐金,"6,697.00",1.45,-0.06%,00922
中華電,"2,083.00",1.40,-0.09%,00922
玉山金,"8,678.00",1.31,-0.09%,00922
智邦,421.00,1.28,-0.01%,00922
元大金,"6,936.00",1.24,-0.02%,00922
中鋼,"9,358.00",1.16,-0.08%,00922
凱基金,"12,245.00",1.13,-0.03%,00922
聯詠,408.00,1.13,-0.08%,00922
和泰車,313.00,1.12,-0.15%,00922
元太,652.00,1.10,0.00%,00922
第一金,"7,153.00",1.07,-0.05%,00922
光寶科,"1,824.00",1.03,-0.01%,00922
緯創,"1,619.00",0.99,+0.05%,00922
合庫金,"7,059.00",0.98,-0.07%,00922
中租-KY,"1,126.00",0.94,-0.12%,00922
力旺,52.00,0.92,+0.13%,00922
瑞昱,338.00,0.89,-0.02%,00922
國巨,286.00,0.88,-0.14%,00922
長榮,760.00,0.86,-0.01%,00922
大立光,68.00,0.85,-0.14%,00922
台新金,"8,916.00",0.84,-0.10%,00922
台灣大,"1,343.00",0.84,-0.04%,00922
和碩,"1,522.00",0.83,-0.07%,00922
奇鋐,233.00,0.82,+0.03%,00922
欣興,888.00,0.79,+0.06%,00922
緯穎,73.00,0.77,+0.06%,00922
統一超,455.00,0.74,-0.03%,00922
南亞,"3,178.00",0.73,-0.10%,00922
遠傳,"1,428.00",0.70,-0.04%,00922
台泥,"3,863.00",0.68,-0.07%,00922
仁寶,"3,392.00",0.67,+0.02%,00922
研華,374.00,0.66,-0.03%,00922
上海商銀,"2,946.00",0.65,-0.01%,00922
世芯-KY,52.00,0.59,0.00%,00922
亞德客-KY,118.00,0.58,-0.03%,00922
技嘉,396.00,0.57,-0.01%,00922
英業達,"2,199.00",0.55,0.00%,00922
大聯大,"1,345.00",0.55,-0.03%,00922
台積電,"2,506.00",18.21,+1.23%,00927
聯發科,"1,587.00",14.44,+1.24%,00927
聯電,"23,702.00",8.05,-0.79%,00927
日月光投控,"6,339.00",7.02,+0.38%,00927
聯詠,"1,525.00",5.41,-0.07%,00927
世界,"6,405.00",4.36,+0.19%,00927
京元電子,"4,688.00",4.15,+0.49%,00927
瑞昱,"1,064.00",3.59,+0.12%,00927
環球晶,"1,154.00",3.45,-0.19%,00927
中美晶,"2,340.00",2.60,-0.37%,00927
力成,"2,768.00",2.47,-0.12%,00927
旺矽,394.00,2.24,+0.18%,00927
創見,"2,853.00",1.94,-0.09%,00927
群聯,556.00,1.85,-0.05%,00927
京鼎,712.00,1.73,-0.03%,00927
義隆,"1,583.00",1.63,+0.07%,00927
天鈺,871.00,1.52,-0.09%,00927
矽格,"2,866.00",1.49,-0.01%,00927
台勝科,"1,744.00",1.47,-0.22%,00927
南茂,"5,257.00",1.32,-0.05%,00927
新唐,"1,797.00",1.28,+0.21%,00927
瑞鼎,522.00,1.25,+0.01%,00927
欣銓,"3,243.00",1.24,-0.18%,00927
聯陽,"1,276.00",1.22,-0.08%,00927
致新,754.00,1.20,+0.03%,00927
威剛,"1,737.00",1.05,-0.02%,00927
台星科,"1,271.00",0.95,-0.01%,00927
台半,"1,990.00",0.88,0.00%,00927
矽創,536.00,0.84,-0.05%,00927
光罩,"1,795.00",0.70,-0.02%,00927
聯發科,"23,418.00",10.80,+1.18%,00929
聯電,"522,835.00",9.00,-0.92%,00929
日月光投控,"149,836.00",8.41,+0.39%,00929
台灣大,"200,607.00",8.14,-0.04%,00929
遠傳,"193,916.00",6.17,-0.06%,00929
聯詠,"32,698.00",5.88,-0.12%,00929
和碩,"142,966.00",5.06,-0.16%,00929
光寶科,"126,077.00",4.62,+0.19%,00929
可成,"36,387.00",3.07,+0.03%,00929
世界,"87,538.00",3.02,-0.19%,00929
京元電子,"65,304.00",2.93,+0.34%,00929
大聯大,"89,343.00",2.37,0.00%,00929
群光,"40,375.00",2.36,+0.02%,00929
宏,"162,505.00",2.35,+0.01%,00929
聯強,"88,768.00",2.25,-0.02%,00929
健鼎,"27,827.00",1.92,-0.01%,00929
瑞儀,"24,599.00",1.86,+0.18%,00929
力成,"40,244.00",1.82,-0.12%,00929
中美晶,"31,080.00",1.75,-0.19%,00929
神基,"32,111.00",1.28,+0.02%,00929
漢唐,"10,014.00",1.21,+0.10%,00929
新普,"9,719.00",1.19,-0.01%,00929
啟,"25,450.00",1.11,+0.08%,00929
頎邦,"38,444.00",0.87,-0.03%,00929
樺漢,"7,065.00",0.74,+0.03%,00929
晶技,"17,305.00",0.73,+0.08%,00929
致伸,"23,828.00",0.69,-0.06%,00929
億光,"22,698.00",0.68,+0.09%,00929
智易,"11,153.00",0.63,+0.08%,00929
至上,"26,660.00",0.63,+0.03%,00929
中磊,"15,188.00",0.60,+0.01%,00929
台表科,"14,901.00",0.57,+0.01%,00929
華立,"12,610.00",0.55,-0.01%,00929
天鈺,"6,103.00",0.54,-0.02%,00929
精成科,"23,989.00",0.50,0.00%,00929
欣銓,"24,772.00",0.48,-0.03%,00929
矽創,"6,048.00",0.48,+0.01%,00929
台郡,"15,952.00",0.43,0.00%,00929
聯陽,"7,844.00",0.38,0.00%,00929
豐藝,"10,435.00",0.31,+0.03%,00929
華南金,"11,307.00",5.64,-0.14%,00930
聯電,"5,828.00",5.50,-0.72%,00930
友達,"16,905.00",5.50,-0.23%,00930
中信金,"7,589.00",5.34,+0.15%,00930
瑞儀,"1,216.00",5.04,+0.34%,00930
聯詠,508.00,5.01,-0.23%,00930
中租-KY,"1,647.00",4.89,-0.46%,00930
聯發科,191.00,4.82,+0.37%,00930
富邦金,"2,663.00",4.74,-0.04%,00930
新普,699.00,4.69,-0.22%,00930
聖暉*,496.00,3.30,+0.48%,00932
志強-KY,"1,408.00",3.13,+0.37%,00932
百和,"1,856.00",2.80,+0.29%,00932
億光,"1,776.00",2.78,+0.28%,00932
華碩,237.00,2.55,+0.11%,00932
瑞儀,615.00,2.43,+0.21%,00932
亞泥,"2,571.00",2.24,-0.03%,00932
世界,"1,226.00",2.21,-0.15%,00932
台灣大,"1,038.00",2.20,-0.01%,00932
元大金,"3,597.00",2.18,+0.06%,00932
聯發科,90.00,2.16,+0.20%,00932
明安,"1,450.00",2.15,-0.03%,00932
臺慶科,932.00,2.14,-0.09%,00932
晶技,958.00,2.11,+0.17%,00932
威健,"3,191.00",2.08,+0.04%,00932
東和鋼鐵,"1,511.00",2.08,-0.14%,00932
正文,"3,118.00",2.07,-0.14%,00932
裕民,"1,971.00",2.05,+0.01%,00932
矽格,"1,482.00",2.04,-0.04%,00932
群益期,"1,924.00",2.03,+0.01%,00932
冠德,"2,397.00",2.03,-0.13%,00932
台泥,"3,335.00",1.99,-0.10%,00932
日月光投控,679.00,1.99,+0.09%,00932
台表科,991.00,1.98,-0.04%,00932
和碩,"1,060.00",1.96,-0.07%,00932
仁寶,"2,928.00",1.96,+0.15%,00932
臻鼎-KY,919.00,1.93,0.00%,00932
敦泰,"1,199.00",1.89,-0.01%,00932
致伸,"1,243.00",1.88,-0.21%,00932
GIS-KY,"1,769.00",1.88,-0.03%,00932
永豐實,"2,102.00",1.88,-0.02%,00932
超豐,"1,726.00",1.86,-0.01%,00932
聯電,"2,057.00",1.85,-0.20%,00932
義隆,679.00,1.85,+0.05%,00932
大江,697.00,1.73,-0.04%,00932
瑞昱,190.00,1.70,+0.04%,00932
佳世達,"2,499.00",1.68,-0.06%,00932
聯詠,176.00,1.65,-0.03%,00932
頎邦,"1,396.00",1.65,-0.07%,00932
台郡,"1,165.00",1.64,-0.05%,00932
新普,249.00,1.59,-0.04%,00932
穩懋,698.00,1.59,-0.18%,00932
達方,"1,752.00",1.59,-0.02%,00932
至上,"1,264.00",1.56,+0.01%,00932
矽創,369.00,1.53,-0.04%,00932
中美晶,513.00,1.51,-0.18%,00932
瑞鼎,235.00,1.49,+0.01%,00932
南茂,"2,211.00",1.47,-0.07%,00932
中光電,"1,097.00",1.42,-0.14%,00932
昇佳電子,284.00,1.39,-0.13%,00932
聯發科,"1,695.00",7.30,+0.73%,00934
鈊象,"2,090.00",7.22,-0.88%,00934
聯詠,"3,901.00",6.55,-0.10%,00934
瑞儀,"7,479.00",5.28,+0.49%,00934
華碩,"2,558.00",4.91,+0.26%,00934
中租-KY,"9,255.00",4.68,-0.30%,00934
統一,"15,096.00",4.52,+0.19%,00934
國巨,"1,659.00",3.09,-0.31%,00934
力成,"7,271.00",3.07,-0.21%,00934
群光,"5,296.00",2.89,+0.03%,00934
材料-KY,996.00,2.83,-0.07%,00934
聚陽,"2,311.00",2.68,+0.03%,00934
群聯,"1,652.00",2.60,-0.08%,00934
漢唐,"2,242.00",2.53,+0.18%,00934
環球晶,"1,752.00",2.48,-0.14%,00934
中美晶,"4,603.00",2.42,-0.26%,00934
義隆,"4,904.00",2.39,+0.09%,00934
聯強,"9,296.00",2.20,-0.02%,00934
華固,"4,748.00",1.87,-0.20%,00934
新普,"1,627.00",1.86,-0.03%,00934
潤泰全,"6,989.00",1.78,-0.01%,00934
南電,"3,942.00",1.75,-0.10%,00934
永信建,"2,374.00",1.68,-0.09%,00934
寶雅,915.00,1.53,-0.06%,00934
矽創,"2,024.00",1.50,-0.02%,00934
信邦,"1,673.00",1.48,-0.17%,00934
崇越,"1,381.00",1.45,+0.17%,00934
天鈺,"1,743.00",1.44,-0.08%,00934
群電,"2,972.00",1.25,-0.07%,00934
富邦媒,822.00,1.03,-0.04%,00934
廣達,553.00,0.56,+0.07%,00934
慧洋-KY,"2,245.00",0.55,-0.01%,00934
統一超,538.00,0.53,+0.01%,00934
日月光投控,973.00,0.51,+0.02%,00934
可成,635.00,0.50,0.00%,00934
啟,"1,228.00",0.50,+0.03%,00934
豐泰,"1,037.00",0.49,-0.04%,00934
裕融,"1,052.00",0.49,-0.03%,00934
微星,825.00,0.49,+0.02%,00934
頎邦,"2,272.00",0.48,-0.01%,00934
健鼎,730.00,0.47,0.00%,00934
東和鋼鐵,"1,911.00",0.47,-0.03%,00934
創見,"1,461.00",0.47,-0.02%,00934
中保科,"1,028.00",0.47,+0.01%,00934
三陽工業,"1,972.00",0.46,-0.01%,00934
亞翔,607.00,0.46,+0.04%,00934
聯電,"2,738.00",0.44,-0.04%,00934
至上,"1,994.00",0.44,0.00%,00934
長榮鋼,"1,228.00",0.42,-0.05%,00934
世界,"1,211.00",0.39,-0.03%,00934
台積電,"2,595.00",29.84,-4.21%,00935
聯發科,"1,013.00",14.59,+1.31%,00935
台達電,"1,417.00",6.39,+0.37%,00935
聯電,"7,850.00",4.22,-0.49%,00935
日月光投控,"2,156.00",3.78,+0.15%,00935
緯創,"1,856.00",2.30,+0.21%,00935
智邦,370.00,2.28,+0.09%,00935
聯詠,394.00,2.21,-0.01%,00935
國巨,318.00,1.98,-0.17%,00935
鈊象,159.00,1.84,+0.08%,00935
瑞昱,328.00,1.75,+0.08%,00935
光寶科,"1,442.00",1.65,+0.07%,00935
力旺,46.00,1.64,+0.33%,00935
奇鋐,219.00,1.56,+0.13%,00935
欣興,860.00,1.55,+0.16%,00935
矽力*-KY,225.00,1.27,N/A,00935
致茂,261.00,1.21,+0.12%,00935
嘉澤,64.00,1.20,+0.22%,00935
健策,69.00,1.14,+0.14%,00935
京元電子,749.00,1.05,+0.11%,00935
英業達,"2,052.00",1.04,+0.05%,00935
信驊,20.00,0.94,-0.04%,00935
環球晶,171.00,0.81,+0.10%,00935
世界,668.00,0.72,+0.02%,00935
中美晶,387.00,0.68,-0.05%,00935
力成,467.00,0.66,-0.06%,00935
貿聯-KY,112.00,0.59,+0.04%,00935
祥碩,32.00,0.58,+0.16%,00935
臻鼎-KY,430.00,0.54,0.00%,00935
旺矽,55.00,0.49,N/A,00935
華通,695.00,0.48,-0.04%,00935
佳世達,"1,169.00",0.47,+0.01%,00935
金像電,214.00,0.45,-0.02%,00935
華邦電,"2,094.00",0.45,N/A,00935
威盛,338.00,0.44,N/A,00935
信邦,145.00,0.43,-0.05%,00935
穩懋,272.00,0.37,N/A,00935
雙鴻,48.00,0.36,+0.08%,00935
啟,250.00,0.34,+0.03%,00935
頎邦,453.00,0.32,-0.01%,00935
家登,51.00,0.31,N/A,00935
義隆,178.00,0.29,0.00%,00935
華新科,257.00,0.29,-0.02%,00935
中砂,78.00,0.27,N/A,00935
精材,109.00,0.26,+0.01%,00935
萬潤,51.00,0.26,N/A,00935
景碩,192.00,0.23,0.00%,00935
采鈺,67.00,0.21,-0.01%,00935
群電,107.00,0.15,-0.01%,00935
長科*,294.00,0.12,-0.01%,00935
長榮航,"33,960.00",5.94,+0.11%,00936
華航,"53,479.00",5.66,+0.40%,00936
遠東新,"28,261.00",4.91,-0.06%,00936
神基,"9,346.00",4.88,+0.11%,00936
瑞儀,"4,614.00",4.57,+0.46%,00936
台灣高鐵,"32,891.00",4.49,+0.03%,00936
國票金,"62,830.00",4.34,-0.01%,00936
京城銀,"18,525.00",4.29,-0.45%,00936
台肥,"14,921.00",3.99,+0.03%,00936
大聯大,"11,425.00",3.97,+0.05%,00936
聚陽,"2,427.00",3.95,+0.08%,00936
宏,"20,483.00",3.88,+0.05%,00936
至上,"12,179.00",3.77,+0.10%,00936
頎邦,"12,482.00",3.70,-0.10%,00936
群光,"4,832.00",3.70,+0.08%,00936
東和鋼鐵,"10,633.00",3.67,-0.19%,00936
威剛,"8,821.00",3.54,-0.04%,00936
環球晶,"1,536.00",3.05,-0.14%,00936
中美晶,"4,027.00",2.97,-0.29%,00936
遠百,"24,059.00",2.89,-0.10%,00936
長榮鋼,"5,896.00",2.83,-0.36%,00936
力成,"4,693.00",2.78,-0.16%,00936
統一證,"20,400.00",2.46,-0.06%,00936
群電,"3,678.00",2.17,-0.11%,00936
達方,"6,371.00",1.45,0.00%,00936
南僑,"3,611.00",0.93,+0.01%,00936
元大期,"1,921.00",0.79,+0.03%,00936
群益期,"2,003.00",0.53,+0.01%,00936
永豐實,"2,140.00",0.48,0.00%,00936
漢來美食,444.00,0.32,+0.01%,00936
統一,"34,562.00",6.64,+0.87%,00939
中華電,"23,536.00",6.15,+0.43%,00939
台灣大,"25,093.00",6.10,+0.95%,00939
玉山金,"103,262.00",6.06,+0.69%,00939
聯電,"55,853.00",5.76,-0.72%,00939
遠傳,"29,692.00",5.66,+1.05%,00939
鈊象,"2,364.00",5.24,+1.57%,00939
長榮,"11,428.00",5.03,-0.11%,00939
長榮航,"58,127.00",4.65,+0.64%,00939
世界,"22,401.00",4.63,+0.97%,00939
日月光投控,"13,353.00",4.49,-0.76%,00939
和碩,"20,892.00",4.43,+0.28%,00939
遠東新,"52,856.00",4.20,+0.57%,00939
聯詠,"3,128.00",3.37,-1.18%,00939
貿聯-KY,"2,842.00",2.87,+1.87%,00939
正新,"26,895.00",2.67,-0.24%,00939
中租-KY,"7,889.00",2.56,-1.53%,00939
瑞儀,"4,879.00",2.21,+0.70%,00939
京元電子,"6,362.00",1.71,+0.25%,00939
上海商銀,"16,321.00",1.40,-1.16%,00939
亞翔,"2,201.00",1.07,+0.63%,00939
致伸,"6,168.00",1.07,+0.59%,00939
東元,"8,979.00",0.95,-0.44%,00939
大聯大,"5,852.00",0.93,-1.15%,00939
慧洋-KY,"5,725.00",0.90,+0.39%,00939
聯強,"4,083.00",0.62,-0.90%,00939
健鼎,"1,500.00",0.62,-0.39%,00939
晶技,"2,057.00",0.52,+0.04%,00939
啟,"1,990.00",0.52,+0.04%,00939
漢唐,691.00,0.50,-0.51%,00939
智易,"1,448.00",0.49,+0.06%,00939
至上,"3,461.00",0.49,+0.13%,00939
群光,"1,371.00",0.48,-1.42%,00939
中華,"3,185.00",0.47,-0.07%,00939
裕民,"3,856.00",0.46,+0.01%,00939
東陽,"1,964.00",0.45,-0.01%,00939
樺漢,717.00,0.45,+0.02%,00939
力成,"1,624.00",0.44,-1.00%,00939
欣銓,"3,101.00",0.36,-0.03%,00939
長榮鋼,"1,549.00",0.34,-0.05%,00939
鈊象,"8,672.00",5.44,+0.33%,00940
長榮,"43,517.00",5.42,+0.31%,00940
聯電,"178,874.00",5.22,-0.71%,00940
華碩,"14,807.00",5.16,+0.28%,00940
中信金,"236,693.00",5.15,+0.32%,00940
長榮航,"193,047.00",4.37,+0.13%,00940
聯詠,"13,547.00",4.13,+0.12%,00940
玉山金,"238,461.00",3.96,-0.10%,00940
和碩,"65,665.00",3.94,-0.02%,00940
聯發科,"4,822.00",3.77,+0.32%,00940
日月光投控,"38,254.00",3.64,+0.25%,00940
廣達,"18,266.00",3.36,+0.31%,00940
第一金,"190,216.00",3.13,+0.02%,00940
群光,"28,559.00",2.83,+0.17%,00940
永豐金,"195,843.00",2.73,-0.09%,00940
世界,"46,165.00",2.70,-0.31%,00940
環球晶,"10,157.00",2.61,-0.09%,00940
大聯大,"56,481.00",2.54,+0.09%,00940
東元,"72,812.00",2.18,-0.07%,00940
中美晶,"21,161.00",2.02,-0.10%,00940
健鼎,"16,500.00",1.93,+0.05%,00940
力成,"22,434.00",1.72,-0.06%,00940
大成鋼,"86,947.00",1.71,-0.11%,00940
東陽,"21,434.00",1.39,+0.08%,00940
國產,"40,325.00",1.31,+0.20%,00940
玉晶光,"4,819.00",1.31,-0.09%,00940
新普,"5,733.00",1.19,-0.03%,00940
啟,"15,012.00",1.11,+0.10%,00940
三陽工業,"24,785.00",1.05,-0.22%,00940
瑞儀,"8,035.00",1.03,+0.10%,00940
漢翔,"32,739.00",0.88,-0.18%,00940
樺漢,"4,843.00",0.86,-0.11%,00940
致伸,"15,074.00",0.74,-0.05%,00940
京城銀,"24,691.00",0.74,-0.22%,00940
晶技,"8,949.00",0.64,+0.01%,00940
頎邦,"14,857.00",0.57,-0.20%,00940
京鼎,"2,682.00",0.56,-0.02%,00940
新日興,"5,077.00",0.54,+0.11%,00940
華固,"6,852.00",0.49,-0.01%,00940
矽格,"10,970.00",0.49,+0.04%,00940
天鈺,"3,200.00",0.48,-0.05%,00940
欣銓,"13,699.00",0.45,-0.02%,00940
華立,"6,086.00",0.45,+0.03%,00940
南寶,"2,556.00",0.44,-0.12%,00940
長虹,"8,108.00",0.43,-0.07%,00940
帝寶,"2,864.00",0.42,-0.16%,00940
台表科,"6,322.00",0.41,+0.04%,00940
精成科,"11,320.00",0.40,-0.04%,00940
欣陸,"16,998.00",0.29,-0.05%,00940
冠德,"6,913.00",0.19,-0.13%,00940
聖暉*,244.00,3.17,+0.46%,00944
國泰金,"1,137.00",2.86,+0.12%,00944
億光,879.00,2.69,+0.28%,00944
長榮,348.00,2.61,+0.09%,00944
亞泥,"1,498.00",2.55,-0.04%,00944
慧洋-KY,941.00,2.52,-0.08%,00944
潤泰全,876.00,2.44,-0.03%,00944
瑞儀,311.00,2.40,+0.21%,00944
東和鋼鐵,866.00,2.33,-0.15%,00944
遠東新,"1,691.00",2.29,-0.06%,00944
世界,650.00,2.29,-0.15%,00944
台灣大,548.00,2.27,-0.01%,00944
可成,257.00,2.21,+0.01%,00944
矽格,807.00,2.17,-0.04%,00944
裕民,"1,033.00",2.10,+0.01%,00944
中信金,"1,587.00",2.08,+0.10%,00944
台表科,533.00,2.08,-0.04%,00944
復盛應用,192.00,2.08,+0.07%,00944
長華*,"1,029.00",2.05,-0.22%,00944
晶技,474.00,2.04,+0.17%,00944
華南金,"2,185.00",2.03,0.00%,00944
聯電,"1,149.00",2.02,-0.22%,00944
遠傳,622.00,2.02,-0.02%,00944
聯強,777.00,2.01,-0.03%,00944
華立,445.00,1.98,-0.09%,00944
群益證,"2,433.00",1.98,+0.08%,00944
元大金,"1,655.00",1.96,+0.06%,00944
京鼎,155.00,1.95,-0.05%,00944
義隆,360.00,1.92,+0.07%,00944
永豐金,"2,216.00",1.86,-0.09%,00944
和碩,515.00,1.86,-0.06%,00944
精誠,382.00,1.86,+0.11%,00944
中保科,370.00,1.85,0.00%,00944
日月光投控,323.00,1.85,+0.09%,00944
聯詠,101.00,1.85,-0.04%,00944
頎邦,792.00,1.83,-0.07%,00944
中鼎,"1,081.00",1.74,-0.11%,00944
至上,705.00,1.70,+0.02%,00944
台郡,589.00,1.62,-0.06%,00944
致伸,548.00,1.62,-0.17%,00944
矽創,176.00,1.43,-0.04%,00944
南茂,"1,101.00",1.43,-0.06%,00944
聯陽,287.00,1.42,-0.05%,00944
遠百,"1,485.00",1.39,-0.07%,00944
超豐,579.00,1.22,-0.01%,00944
王道銀行,"3,372.00",1.21,-0.02%,00944
長榮鋼,318.00,1.19,-0.18%,00944
東洋,396.00,1.06,+0.01%,00944
可寧衛,147.00,0.98,-0.01%,00944
環泥,797.00,0.88,-0.01%,00944
聯發科,"1,065.00",10.32,+1.02%,00946
聯電,"23,702.00",8.57,-0.98%,00946
聯詠,"2,150.00",8.12,-0.26%,00946
世界,"10,626.00",7.70,+0.23%,00946
中美晶,"5,766.00",6.82,-0.86%,00946
至上,"9,429.00",4.68,+0.01%,00946
可成,"2,438.00",4.32,+0.06%,00946
瑞儀,"2,701.00",4.29,+0.34%,00946
漢唐,"1,580.00",4.01,+0.22%,00946
新普,"1,404.00",3.61,-0.12%,00946
智易,"2,183.00",2.59,+0.37%,00946
欣銓,"5,995.00",2.44,-0.27%,00946
致伸,"3,995.00",2.43,-0.22%,00946
信錦,"2,755.00",2.10,+0.04%,00946
聯陽,"1,740.00",1.77,-0.08%,00946
精成科,"3,883.00",1.70,-0.02%,00946
力成,"1,642.00",1.56,-0.13%,00946
台表科,"1,892.00",1.52,-0.04%,00946
矽創,696.00,1.16,-0.03%,00946
億光,"1,796.00",1.13,+0.10%,00946
聖暉*,408.00,1.09,+0.15%,00946
貿聯-KY,299.00,1.06,+0.03%,00946
凡甲,455.00,0.94,+0.07%,00946
致新,555.00,0.94,+0.08%,00946
中環,"9,106.00",0.80,-0.04%,00946
長華*,"1,829.00",0.75,-0.09%,00946
耕興,446.00,0.71,+0.06%,00946
京元電子,711.00,0.67,+0.12%,00946
亞翔,358.00,0.61,+0.05%,00946
達方,"1,617.00",0.59,-0.01%,00946
大聯大,"1,023.00",0.57,0.00%,00946
京鼎,220.00,0.57,+0.06%,00946
華立,622.00,0.57,-0.03%,00946
創見,732.00,0.53,-0.03%,00946
美律,666.00,0.53,-0.12%,00946
環球晶,166.00,0.53,-0.04%,00946
精誠,529.00,0.53,+0.02%,00946
超豐,"1,154.00",0.50,0.00%,00946
台灣大,563.00,0.48,+0.06%,00946
晶技,530.00,0.47,+0.09%,00946
遠傳,688.00,0.46,+0.04%,00946
瑞鼎,177.00,0.45,+0.13%,00946
中華電,480.00,0.44,-0.02%,00946
天鈺,237.00,0.44,-0.04%,00946
和碩,578.00,0.43,+0.03%,00946
威強電,729.00,0.42,+0.09%,00946
南茂,"1,571.00",0.42,-0.02%,00946
群光,326.00,0.40,+0.06%,00946
群電,391.00,0.37,+0.04%,00946
日電貿,747.00,0.34,-0.01%,00946
迅得,477.00,3.59,+0.87%,00943
聖暉*,219.00,2.92,+0.33%,00943
由田,528.00,2.66,+0.05%,00943
華碩,115.00,2.47,+0.02%,00943
零壹,648.00,2.45,+0.24%,00943
全科,"1,554.00",2.35,+0.15%,00943
億光,749.00,2.35,+0.16%,00943
凡甲,214.00,2.20,+0.12%,00943
可成,246.00,2.17,-0.07%,00943
精誠,432.00,2.16,+0.04%,00943
晶技,464.00,2.05,+0.11%,00943
聯發科,42.00,2.04,+0.13%,00943
明基材,"1,687.00",2.04,+0.03%,00943
智易,343.00,2.03,+0.16%,00943
鼎翰,243.00,2.03,-0.05%,00943
志超,"1,432.00",2.01,-0.12%,00943
瑞儀,253.00,2.00,+0.10%,00943
富鼎,675.00,1.99,-0.15%,00943
朋億*,284.00,1.98,+0.26%,00943
敦泰,624.00,1.97,-0.08%,00943
佳世達,"1,447.00",1.95,-0.13%,00943
漢唐,153.00,1.93,+0.07%,00943
盛群,926.00,1.93,+0.01%,00943
超豐,889.00,1.92,-0.08%,00943
威健,"1,470.00",1.92,-0.03%,00943
精元,914.00,1.91,-0.05%,00943
矽格,692.00,1.91,-0.10%,00943
台表科,474.00,1.90,-0.09%,00943
頎邦,793.00,1.88,-0.14%,00943
華擎,247.00,1.88,-0.08%,00943
義隆,344.00,1.88,-0.01%,00943
日電貿,820.00,1.86,-0.09%,00943
豐藝,598.00,1.86,+0.02%,00943
松翰,"1,055.00",1.85,-0.02%,00943
增你強,"1,549.00",1.85,-0.01%,00943
瑞昱,103.00,1.84,-0.03%,00943
廣積,656.00,1.81,-0.07%,00943
台郡,634.00,1.79,-0.12%,00943
大聯大,641.00,1.78,-0.07%,00943
聯強,667.00,1.77,-0.09%,00943
騰輝電子-KY,668.00,1.75,-0.05%,00943
聯詠,90.00,1.70,-0.09%,00943
南茂,"1,261.00",1.68,-0.14%,00943
矽創,201.00,1.67,-0.09%,00943
新普,129.00,1.66,-0.10%,00943
瑞鼎,131.00,1.66,-0.06%,00943
至上,651.00,1.61,-0.04%,00943
昇佳電子,163.00,1.60,-0.21%,00943
致新,178.00,1.50,-0.04%,00943
達方,797.00,1.45,-0.07%,00943
聯發科,263.00,10.38,+1.02%,00947
台達電,783.00,9.68,+0.63%,00947
瑞昱,562.00,8.23,+0.24%,00947
力旺,83.00,8.10,+1.32%,00947
聯詠,512.00,7.88,-0.30%,00947
矽力*-KY,445.00,6.89,+0.31%,00947
信驊,52.00,6.68,-0.21%,00947
世芯-KY,81.00,5.06,-0.03%,00947
群聯,164.00,2.37,-0.26%,00947
祥碩,47.00,2.34,0.00%,00947
譜瑞-KY,106.00,2.32,-0.32%,00947
原相,245.00,1.83,-0.32%,00947
創意,48.00,1.81,+0.15%,00947
南亞科,"1,368.00",1.77,-0.32%,00947
達發,89.00,1.69,-0.16%,00947
天鈺,221.00,1.67,-0.22%,00947
華邦電,"2,394.00",1.41,-0.25%,00947
智原,190.00,1.36,-0.27%,00947
M31,56.00,1.29,-0.16%,00947
旺宏,"1,637.00",1.21,-0.21%,00947
瑞鼎,100.00,1.04,-0.07%,00947
矽統,414.00,0.98,+0.05%,00947
威盛,264.00,0.94,-0.19%,00947
晶心科,77.00,0.94,+0.03%,00947
晶豪科,432.00,0.90,-0.11%,00947
凌陽,899.00,0.81,-0.10%,00947
金麗科,116.00,0.80,+0.01%,00947
立積,147.00,0.76,-0.17%,00947
鈺創,568.00,0.65,+0.02%,00947
鈺太,61.00,0.65,0.00%,00947
創惟,140.00,0.63,-0.01%,00947
力智,73.00,0.55,-0.02%,00947
神盾,87.00,0.51,-0.08%,00947
安國,126.00,0.51,-0.06%,00947
敦泰,139.00,0.36,-0.02%,00947
晶相光,67.00,0.20,0.00%,00947
富鼎,75.00,0.18,-0.02%,00947
矽創,24.00,0.16,0.00%,00947
茂達,19.00,0.11,-0.01%,00947
晶焱,37.00,0.11,0.00%,00947
盛群,59.00,0.10,0.00%,00947
新唐,32.00,0.10,+0.02%,00947
義隆,22.00,0.10,0.00%,00947
偉詮電,56.00,0.10,-0.01%,00947
聯陽,22.00,0.09,-0.01%,00947
致新,13.00,0.09,0.00%,00947
愛普*,10.00,0.09,0.00%,00947
昇佳電子,11.00,0.09,0.00%,00947
威鋒電子,17.00,0.08,-0.02%,00947
巨有科技,13.00,0.07,-0.01%,00947
鴻海,"1,025.00",5.21,+0.56%,00952
台積電,206.00,5.11,+0.33%,00952
台達電,506.00,4.91,+0.17%,00952
世界,"1,889.00",4.38,-0.16%,00952
和碩,"1,686.00",4.01,-0.03%,00952
光寶科,"1,624.00",4.00,+0.21%,00952
台光電,394.00,3.97,-0.33%,00952
貿聯-KY,336.00,3.81,0.00%,00952
聯電,"3,207.00",3.71,-0.41%,00952
佳世達,"3,907.00",3.38,-0.10%,00952
英業達,"3,062.00",3.34,+0.17%,00952
光洋科,"1,794.00",2.72,-0.11%,00952
崇越,322.00,2.43,+0.25%,00952
京鼎,265.00,2.19,-0.10%,00952
