股票名稱,持股(千股),比例,增減,ETF_Id
普安,"2,310.00",2.04,+0.18%,00952
譜瑞-KY,109.00,1.87,-0.09%,00952
信邦,287.00,1.83,-0.22%,00952
旺宏,"3,102.00",1.80,-0.08%,00952
宜鼎,279.00,1.73,-0.13%,00952
達興材料,317.00,1.72,-0.04%,00952
威剛,796.00,1.64,-0.08%,00952
啟,556.00,1.63,+0.15%,00952
新巨,897.00,1.58,+0.03%,00952
精成科,"1,106.00",1.55,-0.05%,00952
愛普*,214.00,1.55,+0.02%,00952
新唐,635.00,1.54,+0.26%,00952
是方,132.00,1.49,0.00%,00952
群電,466.00,1.41,-0.08%,00952
聯茂,740.00,1.38,+0.07%,00952
艾訊,561.00,1.34,+0.15%,00952
台虹,"1,001.00",1.28,-0.14%,00952
明泰,"1,497.00",1.25,+0.05%,00952
廣宇,"1,328.00",1.20,+0.03%,00952
帆宣,313.00,1.15,+0.06%,00952
全漢,790.00,1.11,-0.02%,00952
中環,"3,664.00",1.03,+0.01%,00952
晶呈科技,200.00,1.01,-0.01%,00952
亞信,412.00,1.00,-0.11%,00952
合勤控,983.00,0.99,+0.17%,00952
僑威,654.00,0.97,0.00%,00952
光罩,730.00,0.97,+0.01%,00952
三福化,313.00,0.96,-0.09%,00952
台星科,373.00,0.95,0.00%,00952
偉訓,579.00,0.88,-0.11%,00952
力特,"1,153.00",0.87,+0.06%,00952
神準,232.00,0.79,-0.05%,00952
明基材,979.00,0.76,+0.09%,00952
騰輝電子-KY,404.00,0.68,+0.06%,00952
海韻電,297.00,0.46,-0.05%,00952
盛達,385.00,0.31,0.00%,00952
鈊象,59.00,8.69,N/A,00961
聯發科,38.00,6.97,N/A,00961
瑞儀,227.00,6.83,N/A,00961
長榮航,"1,249.00",6.64,N/A,00961
可成,179.00,6.01,N/A,00961
遠東新,"1,036.00",5.47,N/A,00961
統一,424.00,5.41,N/A,00961
聯詠,75.00,5.37,N/A,00961
玉山金,"1,293.00",5.04,N/A,00961
京城銀,625.00,4.40,N/A,00961
大聯大,377.00,3.98,N/A,00961
力成,213.00,3.83,N/A,00961
正新,570.00,3.76,N/A,00961
遠雄,207.00,1.99,N/A,00961
新普,38.00,1.85,N/A,00961
亞泥,279.00,1.85,N/A,00961
聯電,267.00,1.83,N/A,00961
長榮,60.00,1.75,N/A,00961
光寶科,118.00,1.72,N/A,00961
世界,121.00,1.66,N/A,00961
中租-KY,75.00,1.62,N/A,00961
裕融,80.00,1.59,N/A,00961
中美晶,70.00,1.57,N/A,00961
中華電,78.00,1.35,N/A,00961
和碩,95.00,1.34,N/A,00961
群光,56.00,1.30,N/A,00961
環球晶,21.00,1.27,N/A,00961
日月光投控,56.00,1.25,N/A,00961
上海商銀,211.00,1.20,N/A,00961
聯強,114.00,1.15,N/A,00961
鴻海,"5,401.00",30.76,N/A,00938
富邦金,"4,491.00",10.98,N/A,00938
中信金,"8,731.00",8.44,N/A,00938
聯電,"5,330.00",6.91,N/A,00938
兆豐金,"5,301.00",5.61,N/A,00938
元大金,"6,295.00",5.50,N/A,00938
第一金,"5,773.00",4.22,N/A,00938
永豐金,"6,281.00",3.89,N/A,00938
凱基金,"8,359.00",3.77,N/A,00938
華南金,"5,239.00",3.59,N/A,00938
台新金,"6,298.00",2.90,N/A,00938
上海商銀,"2,290.00",2.47,N/A,00938
寶成,"1,385.00",1.41,N/A,00938
瑞儀,227.00,1.29,N/A,00938
崇越,85.00,0.72,N/A,00938
國產,499.00,0.72,N/A,00938
京城銀,488.00,0.65,N/A,00938
群益證,"1,049.00",0.63,N/A,00938
頎邦,340.00,0.58,N/A,00938
裕融,154.00,0.58,N/A,00938
華立,119.00,0.39,N/A,00938
宏全,68.00,0.28,N/A,00938
東和鋼鐵,121.00,0.24,N/A,00938
大成,174.00,0.24,N/A,00938
超豐,142.00,0.22,N/A,00938
中鼎,177.00,0.21,N/A,00938
王道銀行,793.00,0.21,N/A,00938
復盛應用,26.00,0.21,N/A,00938
冠德,164.00,0.20,N/A,00938
卜蜂,76.00,0.20,N/A,00938
