type,stock_number,date,status
Stock_His,4974,2024-10-01,OK
Stock_His,4974,2024-11-01,OK
Stock_His,4979,2023-01-01,OK
Stock_His,4979,2023-02-01,OK
Stock_His,4979,2023-03-01,OK
Stock_His,4979,2023-04-01,OK
Stock_His,4979,2023-05-01,OK
Stock_His,4979,2023-06-01,OK
Stock_His,4979,2023-07-01,OK
Stock_His,4979,2023-08-01,OK
Stock_His,4979,2023-09-01,OK
Stock_His,4979,2023-10-01,OK
Stock_His,4979,2023-11-01,OK
Stock_His,4979,2023-12-01,OK
Stock_His,4979,2024-01-01,OK
Stock_His,4979,2024-02-01,OK
Stock_His,4979,2024-03-01,OK
Stock_His,4979,2024-04-01,OK
Stock_His,4979,2024-05-01,OK
Stock_His,4979,2024-06-01,OK
Stock_His,4979,2024-07-01,OK
Stock_His,4979,2024-08-01,OK
Stock_His,4979,2024-09-01,OK
Stock_His,4979,2024-10-01,OK
Stock_His,4979,2024-11-01,OK
Stock_His,4987,2023-01-01,OK
Stock_His,4987,2023-02-01,OK
Stock_His,4987,2023-03-01,OK
Stock_His,4987,2023-04-01,OK
Stock_His,4987,2023-05-01,OK
Stock_His,4987,2023-06-01,OK
Stock_His,4987,2023-07-01,OK
Stock_His,4987,2023-08-01,OK
Stock_His,4987,2023-09-01,OK
Stock_His,4987,2023-10-01,OK
Stock_His,4987,2023-11-01,OK
Stock_His,4987,2023-12-01,OK
Stock_His,4987,2024-01-01,OK
Stock_His,4987,2024-02-01,OK
Stock_His,4987,2024-03-01,OK
Stock_His,4987,2024-04-01,OK
Stock_His,4987,2024-05-01,OK
Stock_His,4987,2024-06-01,OK
Stock_His,4987,2024-07-01,OK
Stock_His,4987,2024-08-01,OK
Stock_His,4987,2024-09-01,OK
Stock_His,4987,2024-10-01,OK
Stock_His,4987,2024-11-01,OK
Stock_His,4991,2023-01-01,OK
Stock_His,4991,2023-02-01,OK
Stock_His,4991,2023-03-01,OK
Stock_His,4991,2023-04-01,OK
Stock_His,4991,2023-05-01,OK
Stock_His,4991,2023-06-01,OK
Stock_His,4991,2023-07-01,OK
Stock_His,4991,2023-08-01,OK
Stock_His,4991,2023-09-01,OK
Stock_His,4991,2023-10-01,OK
Stock_His,4991,2023-11-01,OK
Stock_His,4991,2023-12-01,OK
Stock_His,4991,2024-01-01,OK
Stock_His,4991,2024-02-01,OK
Stock_His,4991,2024-03-01,OK
Stock_His,4991,2024-04-01,OK
Stock_His,4991,2024-05-01,OK
Stock_His,4991,2024-06-01,OK
Stock_His,4991,2024-07-01,OK
Stock_His,4991,2024-08-01,OK
Stock_His,4991,2024-09-01,OK
Stock_His,4991,2024-10-01,OK
Stock_His,4991,2024-11-01,OK
Stock_His,4995,2023-01-01,OK
Stock_His,4995,2023-02-01,OK
Stock_His,4995,2023-03-01,OK
Stock_His,4995,2023-04-01,OK
Stock_His,4995,2023-05-01,OK
Stock_His,4995,2023-06-01,OK
Stock_His,4995,2023-07-01,OK
Stock_His,4995,2023-08-01,OK
Stock_His,4995,2023-09-01,OK
Stock_His,4995,2023-10-01,OK
Stock_His,4995,2023-11-01,OK
Stock_His,4995,2023-12-01,OK
Stock_His,4995,2024-01-01,OK
Stock_His,4995,2024-02-01,OK
Stock_His,4995,2024-04-01,OK
Stock_His,4995,2024-05-01,OK
Stock_His,4995,2024-06-01,OK
Stock_His,4995,2024-07-01,OK
Stock_His,4995,2024-08-01,OK
Stock_His,4995,2024-09-01,OK
Stock_His,4995,2024-10-01,OK
Stock_His,4995,2024-11-01,OK
Stock_His,5009,2023-01-01,OK
Stock_His,5009,2023-02-01,OK
Stock_His,5009,2023-03-01,OK
Stock_His,5009,2023-04-01,OK
Stock_His,5009,2023-05-01,OK
Stock_His,5009,2023-06-01,OK
Stock_His,5009,2023-07-01,OK
Stock_His,5009,2023-08-01,OK
Stock_His,5009,2023-09-01,OK
Stock_His,5009,2023-10-01,OK
Stock_His,5009,2023-12-01,OK
Stock_His,5009,2024-01-01,OK
Stock_His,5009,2024-02-01,OK
Stock_His,5009,2024-03-01,OK
Stock_His,5009,2024-04-01,OK
Stock_His,5009,2024-05-01,OK
Stock_His,5009,2024-06-01,OK
Stock_His,5009,2024-07-01,OK
Stock_His,5009,2024-08-01,OK
Stock_His,5009,2024-09-01,OK
Stock_His,5009,2024-10-01,OK
Stock_His,5009,2024-11-01,OK
Stock_His,5011,2023-01-01,OK
Stock_His,5011,2023-02-01,OK
Stock_His,5011,2023-03-01,OK
Stock_His,5011,2023-04-01,OK
Stock_His,5011,2023-05-01,OK
Stock_His,5011,2023-06-01,OK
Stock_His,5011,2023-07-01,OK
Stock_His,5011,2023-08-01,OK
Stock_His,5011,2023-09-01,OK
Stock_His,5011,2023-10-01,OK
Stock_His,5011,2023-11-01,OK
Stock_His,5011,2023-12-01,OK
Stock_His,5011,2024-01-01,OK
Stock_His,5011,2024-02-01,OK
Stock_His,5011,2024-03-01,OK
Stock_His,5011,2024-04-01,OK
Stock_His,5011,2024-05-01,OK
Stock_His,5011,2024-06-01,OK
Stock_His,5011,2024-07-01,OK
Stock_His,5011,2024-08-01,OK
Stock_His,5011,2024-09-01,OK
Stock_His,5011,2024-10-01,OK
Stock_His,5011,2024-11-01,OK
Stock_His,5013,2023-01-01,OK
Stock_His,5013,2023-02-01,OK
Stock_His,5013,2023-03-01,OK
Stock_His,5013,2023-04-01,OK
Stock_His,5013,2023-05-01,OK
Stock_His,5013,2023-06-01,OK
Stock_His,5013,2023-07-01,OK
Stock_His,5013,2023-08-01,OK
Stock_His,5013,2023-09-01,OK
Stock_His,5013,2023-10-01,OK
Stock_His,5013,2023-11-01,OK
Stock_His,5013,2023-12-01,OK
Stock_His,5013,2024-01-01,OK
Stock_His,5013,2024-02-01,OK
Stock_His,5013,2024-03-01,OK
Stock_His,5013,2024-04-01,OK
Stock_His,5013,2024-05-01,OK
Stock_His,5013,2024-06-01,OK
Stock_His,5013,2024-07-01,OK
Stock_His,5013,2024-08-01,OK
Stock_His,5013,2024-09-01,OK
Stock_His,5013,2024-10-01,OK
Stock_His,5013,2024-11-01,OK
Stock_His,5014,2023-01-01,OK
Stock_His,5014,2023-02-01,OK
Stock_His,5014,2023-03-01,OK
Stock_His,5014,2023-04-01,OK
Stock_His,5014,2023-05-01,OK
Stock_His,5014,2023-06-01,OK
Stock_His,5014,2023-07-01,OK
Stock_His,5014,2023-08-01,OK
Stock_His,5014,2023-09-01,OK
Stock_His,5014,2023-10-01,OK
Stock_His,5014,2023-11-01,OK
Stock_His,5014,2023-12-01,OK
Stock_His,5014,2024-01-01,OK
Stock_His,5014,2024-02-01,OK
Stock_His,5014,2024-03-01,OK
Stock_His,5014,2024-04-01,OK
Stock_His,5014,2024-05-01,OK
Stock_His,5014,2024-06-01,OK
Stock_His,5014,2024-07-01,OK
Stock_His,5014,2024-08-01,OK
Stock_His,5014,2024-09-01,OK
Stock_His,5014,2024-10-01,OK
Stock_His,5014,2024-11-01,OK
Stock_His,5015,2023-01-01,OK
Stock_His,5015,2023-02-01,OK
Stock_His,5015,2023-03-01,OK
Stock_His,5015,2023-04-01,OK
Stock_His,5015,2023-05-01,OK
Stock_His,5015,2023-06-01,OK
Stock_His,5015,2023-07-01,OK
Stock_His,5015,2023-08-01,OK
Stock_His,5015,2023-09-01,OK
Stock_His,5015,2023-10-01,OK
Stock_His,5015,2023-11-01,OK
Stock_His,5015,2023-12-01,OK
Stock_His,5015,2024-01-01,OK
Stock_His,5015,2024-02-01,OK
Stock_His,5015,2024-03-01,OK
Stock_His,5015,2024-04-01,OK
Stock_His,5015,2024-05-01,OK
Stock_His,5015,2024-06-01,OK
Stock_His,5015,2024-07-01,OK
Stock_His,5015,2024-08-01,OK
Stock_His,5015,2024-09-01,OK
Stock_His,5015,2024-10-01,OK
Stock_His,5015,2024-11-01,OK
Stock_His,5016,2023-01-01,OK
Stock_His,5016,2023-02-01,OK
Stock_His,5016,2023-03-01,OK
Stock_His,5016,2023-04-01,OK
Stock_His,5016,2023-05-01,OK
Stock_His,5016,2023-06-01,OK
Stock_His,5016,2023-07-01,OK
Stock_His,5016,2023-08-01,OK
Stock_His,5016,2023-09-01,OK
Stock_His,5016,2023-10-01,OK
Stock_His,5016,2023-11-01,OK
Stock_His,5016,2023-12-01,OK
Stock_His,5016,2024-01-01,OK
Stock_His,5016,2024-02-01,OK
Stock_His,5016,2024-03-01,OK
Stock_His,5016,2024-04-01,OK
Stock_His,5016,2024-05-01,OK
Stock_His,5016,2024-06-01,OK
Stock_His,5016,2024-07-01,OK
Stock_His,5016,2024-08-01,OK
Stock_His,5016,2024-09-01,OK
Stock_His,5016,2024-10-01,OK
Stock_His,5016,2024-11-01,OK
Stock_His,5201,2023-01-01,OK
Stock_His,5201,2023-02-01,OK
Stock_His,5201,2023-03-01,OK
Stock_His,5201,2023-04-01,OK
Stock_His,5201,2023-05-01,OK
Stock_His,5201,2023-06-01,OK
Stock_His,5201,2023-07-01,OK
Stock_His,5201,2023-08-01,OK
Stock_His,5201,2023-09-01,OK
Stock_His,5201,2023-10-01,OK
Stock_His,5201,2023-11-01,OK
Stock_His,5201,2023-12-01,OK
Stock_His,5201,2024-01-01,OK
Stock_His,5201,2024-02-01,OK
Stock_His,5201,2024-03-01,OK
Stock_His,5201,2024-04-01,OK
Stock_His,5201,2024-05-01,OK
Stock_His,5201,2024-06-01,OK
Stock_His,5201,2024-07-01,OK
Stock_His,5201,2024-08-01,OK
Stock_His,5201,2024-09-01,OK
Stock_His,5201,2024-10-01,OK
Stock_His,5201,2024-11-01,OK
Stock_His,5202,2023-01-01,OK
Stock_His,5202,2023-02-01,OK
Stock_His,5202,2023-03-01,OK
Stock_His,5202,2023-04-01,OK
Stock_His,5202,2023-05-01,OK
Stock_His,5202,2023-06-01,OK
Stock_His,5202,2023-07-01,OK
Stock_His,5202,2023-08-01,OK
Stock_His,5202,2023-09-01,OK
Stock_His,5202,2023-10-01,OK
Stock_His,5202,2023-12-01,OK
Stock_His,5202,2024-01-01,OK
Stock_His,5202,2024-02-01,OK
Stock_His,5202,2024-03-01,OK
Stock_His,5202,2024-04-01,OK
Stock_His,5202,2024-05-01,OK
Stock_His,5202,2024-06-01,OK
Stock_His,5202,2024-07-01,OK
Stock_His,5202,2024-08-01,OK
Stock_His,5202,2024-09-01,OK
Stock_His,5202,2024-10-01,OK
Stock_His,5202,2024-11-01,OK
Stock_His,5205,2023-01-01,OK
Stock_His,5205,2023-02-01,OK
Stock_His,5205,2023-03-01,OK
Stock_His,5205,2023-04-01,OK
Stock_His,5205,2023-05-01,OK
Stock_His,5205,2023-06-01,OK
Stock_His,5205,2023-07-01,OK
Stock_His,5205,2023-08-01,OK
Stock_His,5205,2023-09-01,OK
Stock_His,5205,2023-10-01,OK
Stock_His,5205,2023-11-01,OK
Stock_His,5205,2023-12-01,OK
Stock_His,5205,2024-01-01,OK
Stock_His,5205,2024-02-01,OK
Stock_His,5205,2024-03-01,OK
Stock_His,5205,2024-04-01,OK
Stock_His,5205,2024-05-01,OK
Stock_His,5205,2024-06-01,OK
Stock_His,5205,2024-07-01,OK
Stock_His,5205,2024-08-01,OK
Stock_His,5205,2024-09-01,OK
Stock_His,5205,2024-10-01,OK
Stock_His,5205,2024-11-01,OK
Stock_His,5206,2023-01-01,OK
Stock_His,5206,2023-02-01,OK
Stock_His,5206,2023-03-01,OK
Stock_His,5206,2023-04-01,OK
Stock_His,5206,2023-05-01,OK
Stock_His,5206,2023-06-01,OK
Stock_His,5206,2023-07-01,OK
Stock_His,5206,2023-08-01,OK
Stock_His,5206,2023-09-01,OK
Stock_His,5206,2023-10-01,OK
Stock_His,5206,2023-11-01,OK
Stock_His,5206,2023-12-01,OK
Stock_His,5206,2024-01-01,OK
Stock_His,5206,2024-02-01,OK
Stock_His,5206,2024-03-01,OK
Stock_His,5206,2024-04-01,OK
Stock_His,5206,2024-05-01,OK
Stock_His,5206,2024-06-01,OK
Stock_His,5206,2024-07-01,OK
Stock_His,5206,2024-08-01,OK
Stock_His,5206,2024-09-01,OK
Stock_His,5206,2024-10-01,OK
Stock_His,5206,2024-11-01,OK
Stock_His,5209,2023-01-01,OK
Stock_His,5209,2023-02-01,OK
Stock_His,5209,2023-03-01,OK
Stock_His,5209,2023-04-01,OK
Stock_His,5209,2023-05-01,OK
Stock_His,5209,2023-06-01,OK
Stock_His,5209,2023-07-01,OK
Stock_His,5209,2023-08-01,OK
Stock_His,5209,2023-09-01,OK
Stock_His,5209,2023-10-01,OK
Stock_His,5209,2023-11-01,OK
Stock_His,5209,2023-12-01,OK
Stock_His,5209,2024-01-01,OK
Stock_His,5209,2024-02-01,OK
Stock_His,5209,2024-03-01,OK
Stock_His,5209,2024-04-01,OK
Stock_His,5209,2024-05-01,OK
Stock_His,5209,2024-06-01,OK
Stock_His,5209,2024-07-01,OK
Stock_His,5209,2024-08-01,OK
Stock_His,5209,2024-09-01,OK
Stock_His,5209,2024-10-01,OK
Stock_His,5209,2024-11-01,OK
Stock_His,5210,2023-01-01,OK
Stock_His,5210,2023-02-01,OK
Stock_His,5210,2023-03-01,OK
Stock_His,5210,2023-04-01,OK
Stock_His,5210,2023-05-01,OK
Stock_His,5210,2023-06-01,OK
Stock_His,5210,2023-07-01,OK
Stock_His,5210,2023-08-01,OK
Stock_His,5210,2023-09-01,OK
Stock_His,5210,2023-10-01,OK
Stock_His,5210,2023-11-01,OK
Stock_His,5210,2023-12-01,OK
Stock_His,5210,2024-01-01,OK
Stock_His,5210,2024-02-01,OK
Stock_His,5210,2024-03-01,OK
Stock_His,5210,2024-04-01,OK
Stock_His,5210,2024-05-01,OK
Stock_His,5210,2024-06-01,OK
Stock_His,5210,2024-07-01,OK
Stock_His,5210,2024-08-01,OK
Stock_His,5210,2024-09-01,OK
Stock_His,5210,2024-10-01,OK
Stock_His,5210,2024-11-01,OK
Stock_His,5211,2023-01-01,OK
Stock_His,5211,2023-02-01,OK
Stock_His,5211,2023-03-01,OK
Stock_His,5211,2023-04-01,OK
Stock_His,5211,2023-05-01,OK
Stock_His,5211,2023-06-01,OK
Stock_His,5211,2023-07-01,OK
Stock_His,5211,2023-08-01,OK
Stock_His,5211,2023-09-01,OK
Stock_His,5211,2023-10-01,OK
Stock_His,5211,2023-11-01,OK
Stock_His,5211,2023-12-01,OK
Stock_His,5211,2024-01-01,OK
Stock_His,5211,2024-02-01,OK
Stock_His,5211,2024-03-01,OK
Stock_His,5211,2024-04-01,OK
Stock_His,5211,2024-05-01,OK
Stock_His,5211,2024-06-01,OK
Stock_His,5211,2024-07-01,OK
Stock_His,5211,2024-08-01,OK
Stock_His,5211,2024-09-01,OK
Stock_His,5211,2024-10-01,OK
Stock_His,5211,2024-11-01,OK
Stock_His,5212,2023-01-01,OK
Stock_His,5212,2023-02-01,OK
Stock_His,5212,2023-03-01,OK
Stock_His,5212,2023-04-01,OK
Stock_His,5212,2023-05-01,OK
Stock_His,5212,2023-06-01,OK
Stock_His,5212,2023-07-01,OK
Stock_His,5212,2023-08-01,OK
Stock_His,5212,2023-09-01,OK
Stock_His,5212,2023-10-01,OK
Stock_His,5212,2023-11-01,OK
Stock_His,5212,2023-12-01,OK
Stock_His,5212,2024-01-01,OK
Stock_His,5212,2024-02-01,OK
Stock_His,5212,2024-03-01,OK
Stock_His,5212,2024-04-01,OK
Stock_His,5212,2024-05-01,OK
Stock_His,5212,2024-06-01,OK
Stock_His,5212,2024-07-01,OK
Stock_His,5212,2024-08-01,OK
Stock_His,5212,2024-09-01,OK
Stock_His,5212,2024-10-01,OK
Stock_His,5212,2024-11-01,OK
Stock_His,5213,2023-03-01,OK
Stock_His,5213,2023-04-01,OK
Stock_His,5213,2023-05-01,OK
Stock_His,5213,2023-06-01,OK
Stock_His,5213,2023-07-01,OK
Stock_His,5213,2023-08-01,OK
Stock_His,5213,2023-09-01,OK
Stock_His,5213,2023-10-01,OK
Stock_His,5213,2023-11-01,OK
Stock_His,5213,2023-12-01,OK
Stock_His,5213,2024-02-01,OK
Stock_His,5213,2024-03-01,OK
Stock_His,5213,2024-04-01,OK
Stock_His,5213,2024-05-01,OK
Stock_His,5213,2024-06-01,OK
Stock_His,5213,2024-07-01,OK
Stock_His,5213,2024-08-01,OK
Stock_His,5213,2024-09-01,OK
Stock_His,5213,2024-10-01,OK
Stock_His,5213,2024-11-01,OK
Stock_His,5220,2023-01-01,OK
Stock_His,5220,2023-02-01,OK
Stock_His,5220,2023-03-01,OK
Stock_His,5220,2023-04-01,OK
Stock_His,5220,2023-05-01,OK
Stock_His,5220,2023-06-01,OK
Stock_His,5220,2023-07-01,OK
Stock_His,5220,2023-08-01,OK
Stock_His,5220,2023-09-01,OK
Stock_His,5220,2023-10-01,OK
Stock_His,5220,2023-11-01,OK
Stock_His,5220,2023-12-01,OK
Stock_His,5220,2024-01-01,OK
Stock_His,5220,2024-02-01,OK
Stock_His,5220,2024-03-01,OK
Stock_His,5220,2024-04-01,OK
Stock_His,5220,2024-05-01,OK
Stock_His,5220,2024-06-01,OK
Stock_His,5220,2024-07-01,OK
Stock_His,5220,2024-08-01,OK
Stock_His,5220,2024-09-01,OK
Stock_His,5220,2024-10-01,OK
Stock_His,5220,2024-11-01,OK
Stock_His,5223,2023-01-01,OK
Stock_His,5223,2023-02-01,OK
Stock_His,5223,2023-03-01,OK
Stock_His,5223,2023-04-01,OK
Stock_His,5223,2023-05-01,OK
Stock_His,5223,2023-06-01,OK
Stock_His,5223,2023-07-01,OK
Stock_His,5223,2023-08-01,OK
Stock_His,5223,2023-09-01,OK
Stock_His,5223,2023-10-01,OK
Stock_His,5223,2023-11-01,OK
Stock_His,5223,2023-12-01,OK
Stock_His,5223,2024-01-01,OK
Stock_His,5223,2024-02-01,OK
Stock_His,5223,2024-03-01,OK
Stock_His,5223,2024-04-01,OK
Stock_His,5223,2024-05-01,OK
Stock_His,5223,2024-06-01,OK
Stock_His,5223,2024-07-01,OK
Stock_His,5223,2024-08-01,OK
Stock_His,5223,2024-09-01,OK
Stock_His,5223,2024-10-01,OK
Stock_His,5223,2024-11-01,OK
Stock_His,5227,2023-01-01,OK
Stock_His,5227,2023-02-01,OK
Stock_His,5227,2023-03-01,OK
Stock_His,5227,2023-04-01,OK
Stock_His,5227,2023-05-01,OK
Stock_His,5227,2023-06-01,OK
Stock_His,5227,2023-07-01,OK
Stock_His,5227,2023-08-01,OK
Stock_His,5227,2023-09-01,OK
Stock_His,5227,2023-10-01,OK
Stock_His,5227,2023-11-01,OK
Stock_His,5227,2023-12-01,OK
Stock_His,5227,2024-01-01,OK
Stock_His,5227,2024-02-01,OK
Stock_His,5227,2024-03-01,OK
Stock_His,5227,2024-04-01,OK
Stock_His,5227,2024-05-01,OK
Stock_His,5227,2024-06-01,OK
Stock_His,5227,2024-07-01,OK
Stock_His,5227,2024-08-01,OK
Stock_His,5227,2024-09-01,OK
Stock_His,5227,2024-10-01,OK
Stock_His,5227,2024-11-01,OK
Stock_His,5228,2023-01-01,OK
Stock_His,5228,2023-02-01,OK
Stock_His,5228,2023-03-01,OK
Stock_His,5228,2023-04-01,OK
Stock_His,5228,2023-05-01,OK
Stock_His,5228,2023-06-01,OK
Stock_His,5228,2023-07-01,OK
Stock_His,5228,2023-08-01,OK
Stock_His,5228,2023-09-01,OK
Stock_His,5228,2023-10-01,OK
Stock_His,5228,2023-11-01,OK
Stock_His,5228,2023-12-01,OK
Stock_His,5228,2024-01-01,OK
Stock_His,5228,2024-02-01,OK
Stock_His,5228,2024-03-01,OK
Stock_His,5228,2024-04-01,OK
Stock_His,5228,2024-05-01,OK
Stock_His,5228,2024-06-01,OK
Stock_His,5228,2024-07-01,OK
Stock_His,5228,2024-08-01,OK
Stock_His,5228,2024-09-01,OK
Stock_His,5228,2024-10-01,OK
Stock_His,5228,2024-11-01,OK
Stock_His,5230,2023-01-01,OK
Stock_His,5230,2023-02-01,OK
Stock_His,5230,2023-03-01,OK
Stock_His,5230,2023-04-01,OK
Stock_His,5230,2023-05-01,OK
Stock_His,5230,2023-06-01,OK
Stock_His,5230,2023-07-01,OK
Stock_His,5230,2023-08-01,OK
Stock_His,5230,2023-09-01,OK
Stock_His,5230,2023-10-01,OK
Stock_His,5230,2023-11-01,OK
Stock_His,5230,2023-12-01,OK
Stock_His,5230,2024-01-01,OK
Stock_His,5230,2024-02-01,OK
Stock_His,5230,2024-03-01,OK
Stock_His,5230,2024-04-01,OK
Stock_His,5230,2024-05-01,OK
Stock_His,5230,2024-07-01,OK
Stock_His,5230,2024-08-01,OK
Stock_His,5230,2024-09-01,OK
Stock_His,5230,2024-10-01,OK
Stock_His,5230,2024-11-01,OK
Stock_His,5236,2023-01-01,OK
Stock_His,5236,2023-02-01,OK
Stock_His,5236,2023-03-01,OK
Stock_His,5236,2023-04-01,OK
Stock_His,5236,2023-05-01,OK
Stock_His,5236,2023-06-01,OK
Stock_His,5236,2023-07-01,OK
Stock_His,5236,2023-08-01,OK
Stock_His,5236,2023-09-01,OK
Stock_His,5236,2023-10-01,OK
Stock_His,5236,2023-11-01,OK
Stock_His,5236,2023-12-01,OK
Stock_His,5236,2024-01-01,OK
Stock_His,5236,2024-02-01,OK
Stock_His,5236,2024-03-01,OK
Stock_His,5236,2024-04-01,OK
Stock_His,5236,2024-05-01,OK
Stock_His,5236,2024-06-01,OK
Stock_His,5236,2024-07-01,OK
Stock_His,5236,2024-08-01,OK
Stock_His,5236,2024-09-01,OK
Stock_His,5236,2024-10-01,OK
Stock_His,5236,2024-11-01,OK
Stock_His,5245,2023-01-01,OK
Stock_His,5245,2023-02-01,OK
Stock_His,5245,2023-03-01,OK
Stock_His,5245,2023-04-01,OK
Stock_His,5245,2023-05-01,OK
Stock_His,5245,2023-06-01,OK
Stock_His,5245,2023-07-01,OK
Stock_His,5245,2023-08-01,OK
Stock_His,5245,2023-09-01,OK
Stock_His,5245,2023-10-01,OK
Stock_His,5245,2023-11-01,OK
Stock_His,5245,2023-12-01,OK
Stock_His,5245,2024-01-01,OK
Stock_His,5245,2024-03-01,OK
Stock_His,5245,2024-04-01,OK
Stock_His,5245,2024-05-01,OK
Stock_His,5245,2024-06-01,OK
Stock_His,5245,2024-07-01,OK
Stock_His,5245,2024-08-01,OK
Stock_His,5245,2024-09-01,OK
Stock_His,5245,2024-10-01,OK
Stock_His,5245,2024-11-01,OK
Stock_His,5251,2023-01-01,OK
Stock_His,5251,2023-02-01,OK
Stock_His,5251,2023-03-01,OK
Stock_His,5251,2023-04-01,OK
Stock_His,5251,2023-05-01,OK
Stock_His,5251,2023-06-01,OK
Stock_His,5251,2023-07-01,OK
Stock_His,5251,2023-08-01,OK
Stock_His,5251,2023-09-01,OK
Stock_His,5251,2023-10-01,OK
Stock_His,5251,2023-11-01,OK
Stock_His,5251,2023-12-01,OK
Stock_His,5251,2024-01-01,OK
Stock_His,5251,2024-02-01,OK
Stock_His,5251,2024-03-01,OK
Stock_His,5251,2024-04-01,OK
Stock_His,5251,2024-05-01,OK
Stock_His,5251,2024-06-01,OK
Stock_His,5251,2024-07-01,OK
Stock_His,5251,2024-08-01,OK
Stock_His,5251,2024-09-01,OK
Stock_His,5251,2024-10-01,OK
Stock_His,5251,2024-11-01,OK
Stock_His,5263,2023-01-01,OK
Stock_His,5263,2023-02-01,OK
Stock_His,5263,2023-03-01,OK
Stock_His,5263,2023-04-01,OK
Stock_His,5263,2023-05-01,OK
Stock_His,5263,2023-06-01,OK
Stock_His,5263,2023-07-01,OK
Stock_His,5263,2023-08-01,OK
Stock_His,5263,2023-09-01,OK
Stock_His,5263,2023-10-01,OK
Stock_His,5263,2023-11-01,OK
Stock_His,5263,2023-12-01,OK
Stock_His,5263,2024-01-01,OK
Stock_His,5263,2024-02-01,OK
Stock_His,5263,2024-03-01,OK
Stock_His,5263,2024-04-01,OK
Stock_His,5263,2024-05-01,OK
Stock_His,5263,2024-06-01,OK
Stock_His,5263,2024-07-01,OK
Stock_His,5263,2024-08-01,OK
Stock_His,5263,2024-09-01,OK
Stock_His,5263,2024-10-01,OK
Stock_His,5263,2024-11-01,OK
Stock_His,5272,2023-01-01,OK
Stock_His,5272,2023-02-01,OK
Stock_His,5272,2023-03-01,OK
Stock_His,5272,2023-04-01,OK
Stock_His,5272,2023-05-01,OK
Stock_His,5272,2023-06-01,OK
Stock_His,5272,2023-07-01,OK
Stock_His,5272,2023-08-01,OK
Stock_His,5272,2023-09-01,OK
Stock_His,5272,2023-10-01,OK
Stock_His,5272,2023-11-01,OK
Stock_His,5272,2023-12-01,OK
Stock_His,5272,2024-01-01,OK
Stock_His,5272,2024-02-01,OK
Stock_His,5272,2024-03-01,OK
Stock_His,5272,2024-04-01,OK
Stock_His,5272,2024-05-01,OK
Stock_His,5272,2024-06-01,OK
Stock_His,5272,2024-07-01,OK
Stock_His,5272,2024-08-01,OK
Stock_His,5272,2024-09-01,OK
Stock_His,5272,2024-10-01,OK
Stock_His,5272,2024-11-01,OK
Stock_His,5274,2023-01-01,OK
Stock_His,5274,2023-02-01,OK
Stock_His,5274,2023-03-01,OK
Stock_His,5274,2023-04-01,OK
Stock_His,5274,2023-05-01,OK
Stock_His,5274,2023-06-01,OK
Stock_His,5274,2023-07-01,OK
Stock_His,5274,2023-08-01,OK
Stock_His,5274,2023-09-01,OK
Stock_His,5274,2023-10-01,OK
Stock_His,5274,2023-11-01,OK
Stock_His,5274,2023-12-01,OK
Stock_His,5274,2024-01-01,OK
Stock_His,5274,2024-03-01,OK
Stock_His,5274,2024-04-01,OK
Stock_His,5274,2024-05-01,OK
Stock_His,5274,2024-06-01,OK
Stock_His,5274,2024-07-01,OK
Stock_His,5274,2024-08-01,OK
Stock_His,5274,2024-09-01,OK
Stock_His,5274,2024-10-01,OK
Stock_His,5274,2024-11-01,OK
Stock_His,5276,2023-01-01,OK
Stock_His,5276,2023-02-01,OK
Stock_His,5276,2023-03-01,OK
Stock_His,5276,2023-04-01,OK
Stock_His,5276,2023-05-01,OK
Stock_His,5276,2023-06-01,OK
Stock_His,5276,2023-07-01,OK
Stock_His,5276,2023-08-01,OK
Stock_His,5276,2023-09-01,OK
Stock_His,5276,2023-10-01,OK
Stock_His,5276,2023-11-01,OK
Stock_His,5276,2023-12-01,OK
Stock_His,5276,2024-01-01,OK
Stock_His,5276,2024-02-01,OK
Stock_His,5276,2024-03-01,OK
Stock_His,5276,2024-04-01,OK
Stock_His,5276,2024-05-01,OK
Stock_His,5276,2024-06-01,OK
Stock_His,5276,2024-07-01,OK
Stock_His,5276,2024-08-01,OK
Stock_His,5276,2024-09-01,OK
Stock_His,5276,2024-10-01,OK
Stock_His,5276,2024-11-01,OK
Stock_His,5278,2023-01-01,OK
Stock_His,5278,2023-02-01,OK
Stock_His,5278,2023-03-01,OK
Stock_His,5278,2023-04-01,OK
Stock_His,5278,2023-05-01,OK
Stock_His,5278,2023-06-01,OK
Stock_His,5278,2023-07-01,OK
Stock_His,5278,2023-08-01,OK
Stock_His,5278,2023-09-01,OK
Stock_His,5278,2023-10-01,OK
Stock_His,5278,2023-11-01,OK
Stock_His,5278,2023-12-01,OK
Stock_His,5278,2024-01-01,OK
Stock_His,5278,2024-02-01,OK
Stock_His,5278,2024-03-01,OK
Stock_His,5278,2024-04-01,OK
Stock_His,5278,2024-05-01,OK
Stock_His,5278,2024-06-01,OK
Stock_His,5278,2024-07-01,OK
Stock_His,5278,2024-08-01,OK
Stock_His,5278,2024-09-01,OK
Stock_His,5278,2024-10-01,OK
Stock_His,5278,2024-11-01,OK
Stock_His,5287,2023-01-01,OK
Stock_His,5287,2023-02-01,OK
Stock_His,5287,2023-03-01,OK
Stock_His,5287,2023-04-01,OK
Stock_His,5287,2023-05-01,OK
Stock_His,5287,2023-06-01,OK
Stock_His,5287,2023-07-01,OK
